m5xFAD	WT
ENSMUSG00000026028	5.48745918132802	5.1032743474805
ENSMUSG00000026027	3.07571184122893	2.88778986997855
ENSMUSG00000038079	3.2511780283049	2.48169677229391
ENSMUSG00000079550	0.801090187863412	0.503212705816861
ENSMUSG00000026024	2.08311517257848	2.671098632825
ENSMUSG00000041075	3.1500373371054	2.65259991347511
ENSMUSG00000047361	0.942730960149376	1.08847561704371
ENSMUSG00000026021	5.79566129127713	5.55264557331343
ENSMUSG00000026020	1.96428090592186	2.12794374481159
ENSMUSG00000067336	3.04449466929058	2.7904436791729
ENSMUSG00000041040	3.63941223346383	3.43772544949453
ENSMUSG00000026018	3.90819043355146	3.28096726677447
ENSMUSG00000026019	1.54989189062375	1.75331678527035
ENSMUSG00000026017	0.114971102989013	0.969781120711342
ENSMUSG00000082609	4.35474028094391	4.76021914750534
ENSMUSG00000073664	-0.112068482207068	-0.385911984664229
ENSMUSG00000049439	3.31411717099819	3.55554125668686
ENSMUSG00000026782	4.62750419744515	4.50122514745371
ENSMUSG00000026014	1.57828239112394	1.43354954015428
ENSMUSG00000081562	7.33305055937553	7.92737630345318
ENSMUSG00000082160	5.51796366470013	4.86499767961855
ENSMUSG00000101188	8.74389907824006	8.76157997499081
ENSMUSG00000081382	8.05887466173577	8.57779038728735
ENSMUSG00000052062	-0.316719140655525	-0.393810354397058
ENSMUSG00000100750	2.60245860203726	2.78660550828829
ENSMUSG00000025969	3.30394092797005	3.43267320291663
ENSMUSG00000100426	3.33864515666902	3.25670802016349
ENSMUSG00000040865	2.35901019083172	1.77186691432682
ENSMUSG00000084799	2.86852968092064	2.02154926469865
ENSMUSG00000101599	0.531155702548737	0.266390699253758
ENSMUSG00000025968	3.07240498357028	3.01761362058006
ENSMUSG00000025967	5.48682662400132	5.64108315953398
ENSMUSG00000046856	2.08098291395989	2.00389170021835
ENSMUSG00000027520	1.66785033429145	1.99364887015217
ENSMUSG00000081643	7.26860829944043	7.70217749408828
ENSMUSG00000025964	2.96481783472054	2.4416606098952
ENSMUSG00000025962	1.06709075314251	0.769395648058648
ENSMUSG00000025959	3.36439909640821	2.42166705109661
ENSMUSG00000025958	2.11242353640781	1.96641916856745
ENSMUSG00000025956	3.74449424003808	3.33052766543472
ENSMUSG00000070871	3.01834274629356	2.27802437621695
ENSMUSG00000045005	0.610871596784275	0.532643705044269
ENSMUSG00000051344	2.71336885258614	2.62153175909041
ENSMUSG00000084416	9.85344253259746	10.0432313540315
ENSMUSG00000100774	5.87336297529339	5.3101553559595
ENSMUSG00000044816	2.7182035576033	2.32569089985314
ENSMUSG00000025950	4.58333759990354	4.56347972477135
ENSMUSG00000025949	1.54234729444962	1.23831331034123
ENSMUSG00000025946	1.7709007799607	1.95502063377341
ENSMUSG00000015222	6.22141641567266	5.8314700807031
ENSMUSG00000055567	4.27330771120086	3.743179242923
ENSMUSG00000026005	3.07710835422433	3.0143190195971
ENSMUSG00000026004	1.77302000001101	1.17534035941026
ENSMUSG00000102559	1.76659703746467	1.91204626724054
ENSMUSG00000026003	4.55854181750819	3.9129728930351
ENSMUSG00000082769	7.31391770981563	7.29362979848589
ENSMUSG00000094191	7.88097997747744	7.8541066842485
ENSMUSG00000026000	4.71078261912269	4.93790277416443
ENSMUSG00000062209	1.76376967647125	1.97764843202023
ENSMUSG00000025997	-0.398279027745581	-0.480216164251111
ENSMUSG00000053153	0.0637041747924201	0.565632974670617
ENSMUSG00000045648	1.44713191096045	1.49201699279512
ENSMUSG00000026192	1.98052538577687	1.99760053264216
ENSMUSG00000026193	3.09162205382485	2.8467781504915
ENSMUSG00000101834	5.90577966464351	5.71505406838562
ENSMUSG00000100319	4.00198270217863	3.73696932858359
ENSMUSG00000039395	2.43094547606511	2.54534986702707
ENSMUSG00000026189	3.3809834459909	3.60425632274307
ENSMUSG00000026188	3.44480725285514	3.94424721200486
ENSMUSG00000026187	2.46270007660116	2.56256572902566
ENSMUSG00000039372	3.47741997209164	3.08457848829398
ENSMUSG00000039354	2.46304795350489	2.80954145003529
ENSMUSG00000046330	4.12169633734323	3.71114839260052
ENSMUSG00000039323	6.59150332516471	6.06466674364031
ENSMUSG00000026185	6.46133130413029	6.08611084839923
ENSMUSG00000055322	3.85813681546248	3.27244577289162
ENSMUSG00000006304	5.9934517865268	5.85477706411697
ENSMUSG00000006299	5.28025948083929	5.51399839932865
ENSMUSG00000026179	5.54333440735222	6.08686853055474
ENSMUSG00000006301	3.12017591900836	2.78695415103465
ENSMUSG00000073650	3.12554662649151	3.3037232445193
ENSMUSG00000026177	1.73506487142876	2.44386759140027
ENSMUSG00000026176	4.06783871550293	3.81789729333824
ENSMUSG00000033364	1.97411441881616	1.73912406809286
ENSMUSG00000026174	4.45474173231252	4.33463359791135
ENSMUSG00000026173	1.79569500894249	1.2503408099684
ENSMUSG00000026135	1.88780766601563	2.19383184956126
ENSMUSG00000026172	3.84494921384797	4.37165661561652
ENSMUSG00000026171	5.70376365581526	5.27271407655858
ENSMUSG00000033276	1.12659488301755	1.22594532513819
ENSMUSG00000033257	2.40842187664378	1.86431332456035
ENSMUSG00000026170	3.15092316901837	2.62189677038737
ENSMUSG00000033227	2.99973072002984	2.19032899316263
ENSMUSG00000026167	3.75004938966602	2.60762604477022
ENSMUSG00000090071	7.86884092085859	7.97864039928841
ENSMUSG00000047021	1.42799263362581	1.58605527468546
ENSMUSG00000026162	2.66066064635922	3.38728070463932
ENSMUSG00000026205	2.50612505486584	1.94175349066868
ENSMUSG00000033159	4.55844841312594	4.36271408433673
ENSMUSG00000049339	7.47923794106996	7.57530411981228
ENSMUSG00000026197	4.56607849577436	4.44577657052828
ENSMUSG00000026198	1.21119970544851	1.65523657123628
ENSMUSG00000033124	3.48939155390753	3.92196268520976
ENSMUSG00000026199	3.86847452038235	3.38452713949528
ENSMUSG00000026200	1.57027692608069	1.88272636343432
ENSMUSG00000026201	4.24506229140618	4.30313109653704
ENSMUSG00000026202	8.3087645286908	8.46466759560883
ENSMUSG00000026203	5.88628335702	5.91099575233623
ENSMUSG00000026204	7.44397671412164	7.56531286357656
ENSMUSG00000101840	5.19080993017079	4.69686507108823
ENSMUSG00000033061	5.34519309210054	5.45728289210409
ENSMUSG00000026209	3.03508655740383	2.44909100624162
ENSMUSG00000026208	2.07312885434171	2.15687761282387
ENSMUSG00000026207	4.76140901852972	5.11467028626862
ENSMUSG00000033021	5.12988087451537	5.24280312331718
ENSMUSG00000033007	3.68829833695817	2.75538923611648
ENSMUSG00000102605	2.00714198230736	1.9263687906651
ENSMUSG00000032997	6.38794602784225	6.51369834686432
ENSMUSG00000026211	2.85393324679801	3.12607558466878
ENSMUSG00000051703	5.98760935904601	5.94997243652633
ENSMUSG00000032968	6.26767401276315	6.31778189004929
ENSMUSG00000026213	3.92490331915691	3.43482510495063
ENSMUSG00000006576	5.01292224273832	5.05396901989778
ENSMUSG00000026235	4.90192822131365	4.72589390382401
ENSMUSG00000032908	4.12680547673451	3.13461950640377
ENSMUSG00000026245	4.27287506173204	4.40514800299549
ENSMUSG00000090486	1.89499299126493	1.33062142706778
ENSMUSG00000032883	5.32381223056327	4.99891012185444
ENSMUSG00000079470	1.77348413756085	1.26368504847836
ENSMUSG00000099377	5.37713700099308	5.28527907030738
ENSMUSG00000047330	1.99080262033162	1.91484873379353
ENSMUSG00000072978	6.97968447654075	7.67918037757529
ENSMUSG00000050711	7.77613603596727	7.19316490229024
ENSMUSG00000054702	2.28278556385676	2.2191363534267
ENSMUSG00000073643	3.15239292782282	2.80517490169745
ENSMUSG00000026248	4.67344044512737	5.11915744956707
ENSMUSG00000026249	4.85217995809708	4.2853115050489
ENSMUSG00000067106	8.15975549525161	8.19438412443609
ENSMUSG00000100397	5.4569715860684	4.97521849327237
ENSMUSG00000004364	4.16016470248328	3.5111863325288
ENSMUSG00000038608	1.00789773872139	0.803483014574017
ENSMUSG00000054976	0.749819273325276	-0.0971611428967201
ENSMUSG00000087008	3.4214004908074	3.56893259296477
ENSMUSG00000055980	0.619813394502636	0.548505153509247
ENSMUSG00000026142	2.32885071011982	1.40322324116885
ENSMUSG00000067158	0.406077419336604	-0.675182732636443
ENSMUSG00000079465	0.0834415197070442	-0.584717385522836
ENSMUSG00000097564	1.28082455582314	0.939924636171732
ENSMUSG00000026150	4.47951583379654	4.53891423042212
ENSMUSG00000100744	4.75534591320226	4.90248480955461
ENSMUSG00000026159	3.46523889465881	3.6798709613387
ENSMUSG00000113880	3.45053803673992	3.63579521775607
ENSMUSG00000101784	3.99775205392752	3.55313594148993
ENSMUSG00000038496	1.78576754536786	2.45048462678522
ENSMUSG00000026163	4.42207082943608	4.2246754214655
ENSMUSG00000079140	4.47629196911128	4.25635022158544
ENSMUSG00000045658	3.75306237195824	3.30113582463886
ENSMUSG00000036766	4.62939893502123	4.10173186326479
ENSMUSG00000026219	3.39430690713575	3.3099738910647
ENSMUSG00000073633	2.03684580006394	2.80940990821967
ENSMUSG00000026220	1.65557869912278	1.57848748538125
ENSMUSG00000064281	7.77446266642141	7.7198982335387
ENSMUSG00000089716	2.57965325617282	2.76377310998553
ENSMUSG00000070034	0.639102803609944	-0.0290561016199362
ENSMUSG00000070031	1.88614558374749	1.58780135490955
ENSMUSG00000026222	0.483001707063281	0.819216473688325
ENSMUSG00000052760	1.96567775093954	2.1141097850123
ENSMUSG00000036707	5.22798106026868	5.17240751964898
ENSMUSG00000026223	9.54297403095312	9.81642741775295
ENSMUSG00000026224	2.07069465119072	1.9995878396258
ENSMUSG00000049608	1.50491045769636	1.42895657115826
ENSMUSG00000099342	4.23700619397072	3.75817791580124
ENSMUSG00000026226	1.40690405411343	1.90883285399163
ENSMUSG00000026227	3.71563048483679	3.76813621713453
ENSMUSG00000026229	2.80274191937232	2.64273328175604
ENSMUSG00000062590	1.96738993969965	1.68760836666921
ENSMUSG00000079445	1.35310081765216	1.27492467684547
ENSMUSG00000026234	4.59179760289079	4.47616447165759
ENSMUSG00000073627	1.29517132682124	1.05517272188419
ENSMUSG00000026238	6.63181912422865	6.43034215501906
ENSMUSG00000026239	4.93249547626696	5.30123488366888
ENSMUSG00000026240	3.29650955512217	3.71180862855258
ENSMUSG00000026241	4.0721590456305	3.48604576714683
ENSMUSG00000053333	1.73884327988	2.05218739212872
ENSMUSG00000084106	9.86133891139945	9.91550928890872
ENSMUSG00000103984	1.58947422698385	1.77473140799999
ENSMUSG00000026247	2.46301827184862	1.93112174371032
ENSMUSG00000026254	3.70560663513033	3.81999175089703
ENSMUSG00000026255	4.67303919459608	4.56517953546295
ENSMUSG00000048000	3.01955717091497	2.82599233447824
ENSMUSG00000079436	4.8541206261892	3.97834258234666
ENSMUSG00000026259	6.65109069994313	6.46125186832255
ENSMUSG00000079434	3.1305959206903	2.53854193633273
ENSMUSG00000026288	2.52544501368832	2.21469691118207
ENSMUSG00000026289	3.87715733356698	4.19682132629228
ENSMUSG00000056055	-0.0150638120740716	0.169056041738642
ENSMUSG00000070738	5.25685262267459	5.09270393958583
ENSMUSG00000005501	2.36776652077945	2.08484230474876
ENSMUSG00000079429	1.62873733432319	0.655469642563119
ENSMUSG00000044783	4.5125072173476	3.87959116690936
ENSMUSG00000062310	2.1718562994062	2.08880888813555
ENSMUSG00000049866	4.98992595069371	4.63073874163962
ENSMUSG00000036206	3.94644628930484	4.39832308598892
ENSMUSG00000055013	4.37196150259269	3.73523494445331
ENSMUSG00000067081	1.11330512563259	1.71095737856166
ENSMUSG00000026301	1.04245329810284	0.96168010646058
ENSMUSG00000044337	3.70638396998919	3.3274293571552
ENSMUSG00000034432	5.3396221054368	5.13462057458196
ENSMUSG00000048126	-0.440007263700736	-0.523054674971387
ENSMUSG00000026303	1.19997264992566	1.12632758247978
ENSMUSG00000026305	4.48514671849491	4.34099835623743
ENSMUSG00000100018	3.61332096893821	4.02213208115283
ENSMUSG00000034353	5.9109999120185	6.3255605020058
ENSMUSG00000034343	3.36015919018348	3.27723094553082
ENSMUSG00000083064	4.67375242059955	3.71222275542485
ENSMUSG00000026307	3.26471034637762	2.3665286471128
ENSMUSG00000026308	1.77454590425965	1.69636976345296
ENSMUSG00000047443	1.6462548583003	1.82923803411453
ENSMUSG00000026309	3.41972389543968	3.2286323924846
ENSMUSG00000067071	4.99505408355201	5.17556757081595
ENSMUSG00000055866	3.89908951417084	3.05588383875442
ENSMUSG00000034292	3.82061051071139	3.44024391010343
ENSMUSG00000026311	3.90052577437215	4.12965714414189
ENSMUSG00000100980	0.998611124823004	0.916673988317473
ENSMUSG00000026313	2.86776171941592	2.5195414774016
ENSMUSG00000026260	5.32047622864395	5.38990746714784
