m5xFAD-A	WT-A	m5xFAD-B	WT-B
ENSMUSG00000026158	4.49150311965598	4.83060413019818	4.60858914493426	4.66472994379676
ENSMUSG00000026156	2.78987155398387	3.21362918626799	2.72764208049704	2.51625626912985
ENSMUSG00000026154	4.83884588105743	4.44646422713151	5.14217653287113	4.34475036190876
ENSMUSG00000026153	2.46436616265437	0.279385378702251	1.14878375278555	1.19198403050811
ENSMUSG00000026141	0.636107907441456	-0.145437213702497	1.32337959199499	0.631256841246973
ENSMUSG00000099997	5.11938853859765	5.4275958457464	4.52888225227838	4.86761429528227
ENSMUSG00000100131	11.122558780763	11.0595829853485	11.9168738095792	11.1515056069987
ENSMUSG00000067736	12.4346349146883	12.1197087086113	12.8295562827575	12.3537517136192
ENSMUSG00000101939	10.7050031065561	10.9236647826523	11.3970856832211	10.8928400259385
ENSMUSG00000101111	14.2378392269251	14.2367066317224	14.8017586280458	14.3303123124591
ENSMUSG00000100862	13.9215553046258	13.8274261698264	14.4111687744144	13.8820625821346
ENSMUSG00000102070	14.9452854481355	15.0015476174848	15.1479339425699	14.96177139218
ENSMUSG00000101249	15.66662787877	15.5859425819817	15.8858824072952	15.7752567224484
ENSMUSG00000073725	5.01818937929328	4.35176557759012	5.2820707357373	5.3170212284133
ENSMUSG00000033569	2.79438658492622	2.37139908688244	2.31262620341147	2.86026542696579
ENSMUSG00000102386	4.13415238575062	3.96196416019379	4.0829355898293	3.80482395397658
ENSMUSG00000104516	3.13073929931454	2.34919417817058	3.50021228389519	2.54297631314137
ENSMUSG00000086240	5.70372527776091	4.50619066502879	5.6572087707534	5.69689583487355
ENSMUSG00000081557	1.52161209701219	1.32693534785896	2.06977212175389	2.10362940280843
ENSMUSG00000099492	6.73216751318705	7.19509076384956	6.4238498665889	6.6045603143677
ENSMUSG00000100261	4.73247628919783	3.38506135390106	3.83224822152485	4.1380719712836
ENSMUSG00000048874	3.25965015118235	3.21006288831476	3.37009684314643	3.83236402541882
ENSMUSG00000070960	3.56106007739139	3.65475742441537	2.78386324966751	3.23173164561734
ENSMUSG00000026058	0.472661802152583	-0.724872810579544	0.0179639633153954	0.0518212443699255
ENSMUSG00000103482	3.78935865793679	1.78324605536807	2.52608282926301	3.29526313878812
ENSMUSG00000102865	3.89882687951691	2.11537840153198	2.85821517542691	2.30916053650277
ENSMUSG00000091318	1.98437393282421	1.38625775170627	2.51593102065105	1.97754448993684
ENSMUSG00000100481	3.80539767850613	3.14713045199938	3.74879488197501	4.31006900664969
ENSMUSG00000026134	0.263138119155894	1.68219231864545	1.53727817570015	1.84310192545891
ENSMUSG00000004768	3.10968169528452	2.6255789650241	2.97051293035696	2.68327191206784
ENSMUSG00000042215	3.03149095899983	2.6391093050739	3.86249147943524	3.38429626272902
ENSMUSG00000042197	1.17420382746242	1.69067131427342	2.17957702867737	1.92883971691776
ENSMUSG00000081402	4.80573123215168	4.22816519342826	4.66656246722413	4.93160068392844
ENSMUSG00000042182	6.13032625275658	5.5491236194362	6.18524247706639	5.85921738112549
ENSMUSG00000026131	2.74491098217871	2.1834166153203	2.84990202839522	2.44708261001659
ENSMUSG00000103364	3.39463560605509	3.90692650522027	2.04609163161091	3.87134138540841
ENSMUSG00000102336	0.773129705528497	-0.00841541561545611	0.163074211559174	0.76827863933401
ENSMUSG00000042111	4.1918565420009	4.65253848695055	4.94935391994443	4.56771760308715
ENSMUSG00000026127	3.20130820322586	2.4861868140108	2.58471737432549	2.63734306951755
ENSMUSG00000026126	1.45980906506015	1.97209996422534	1.09079356916595	0.133557598412132
ENSMUSG00000100280	2.15154919089479	1.37000406975084	1.54149369692547	2.14669812470031
ENSMUSG00000045174	4.34734744964976	4.79219985393445	4.33746635813787	5.08379341468152
ENSMUSG00000037509	5.84990260307488	5.95663062313313	5.75289485411381	5.95902573223701
ENSMUSG00000104002	4.07290630553342	2.31013702804082	4.0106768320466	3.28524647093924
ENSMUSG00000037503	7.24290287336201	6.64581437894527	7.12001933537031	7.21713012866556
ENSMUSG00000026123	5.9703731792784	5.64883232217777	6.06619021283102	5.79428943795236
ENSMUSG00000103548	4.9596957090456	5.36443739150656	6.49411066045134	4.95880109486316
ENSMUSG00000045216	4.76046460501461	3.90815373057623	5.13264074740655	5.08380678543893
ENSMUSG00000037470	3.54683808487549	2.69452721043711	3.3347847020529	3.31229480336524
ENSMUSG00000047180	2.1502571400687	1.97435246541028	1.69555930123151	1.72941658228604
ENSMUSG00000037447	2.58213442516842	1.72682951498583	2.0326824712952	2.26578362208786
ENSMUSG00000010453	4.8403250826586	4.62701378820576	4.74501193298036	4.9557357756022
ENSMUSG00000037432	3.07683672144941	3.0079615377844	2.80743246164493	2.3292372449387
ENSMUSG00000001143	4.28095868215689	3.79922244476604	4.13930819839467	3.59090035642658
ENSMUSG00000037408	2.15016247780159	3.10357049450257	3.31028459532484	3.25572483033165
ENSMUSG00000001138	4.06276261838961	3.3870880227893	3.94698020822421	3.9512826258727
ENSMUSG00000079610	2.61892867695557	2.03369820122676	2.56063962456728	2.4167066335561
ENSMUSG00000026121	3.54551906257698	3.05983599048246	3.48171113076366	2.94978561048066
ENSMUSG00000087589	2.3351710230022	1.73705484188426	2.28865451599468	1.33141854524086
ENSMUSG00000061518	4.97906374057993	4.59297064586822	3.92164614119174	4.62031163254044
ENSMUSG00000037351	7.55054242072027	7.54545399580673	7.66778496636953	7.60704267105401
ENSMUSG00000102416	3.03357303594451	1.83603842321239	3.30485522890988	2.02982055818318
ENSMUSG00000026116	2.69096293399166	3.02815678755343	3.3948989106359	3.39920132828439
ENSMUSG00000080054	4.84175542865336	5.67654531670523	5.3733125164802	4.834925985766
ENSMUSG00000050122	1.58219180732468	1.90031467905586	1.79124990626484	0.83885226065534
ENSMUSG00000026113	4.21679458357374	3.85745910866281	4.45932063726083	4.59927398055532
ENSMUSG00000026112	5.09840370291761	4.81905034573451	5.34018569091339	5.22359447816728
ENSMUSG00000026111	5.1791015935054	4.92360618280967	5.02213674312437	5.6911476181207
ENSMUSG00000026110	2.61056604874646	2.23767332915447	2.60871268749602	2.66298609484243
ENSMUSG00000026090	6.8876670457529	7.15137608416475	7.14677820567558	7.34689140583054
ENSMUSG00000089767	4.2564848521883	4.49656966911805	5.20403143160332	3.66872186601514
ENSMUSG00000060771	0.421566893971605	0.571877657301457	0.692849086936967	0.998672836695725
ENSMUSG00000037216	3.60822357407818	2.94995634757144	2.75312907723407	3.37675152696571
ENSMUSG00000026088	2.68858608867157	3.00670896040275	3.30922485903608	2.68056957047281
ENSMUSG00000026087	3.95561943025947	4.57306494399577	3.08936439681699	3.83770285534867
ENSMUSG00000058407	2.73943394262145	2.66041172487156	3.10970179566634	2.54759002320846
ENSMUSG00000026083	2.94475381144631	2.19683105557836	2.73516857105427	2.78879126278139
ENSMUSG00000026082	1.21117031080641	0.613054129688468	1.74272739863325	1.52565278149433
ENSMUSG00000037138	3.74800363777209	3.64433857517479	3.89533163935101	3.09260972878441
ENSMUSG00000085391	3.55287785496852	2.77133273382457	2.94282236099921	3.54802678877404
ENSMUSG00000048814	5.03914026434818	4.77201182239993	5.09057988377016	5.1276360134331
ENSMUSG00000026080	3.95841789635305	3.77151618631806	3.64939431914067	4.05300757477404
ENSMUSG00000026078	2.08157097738877	2.91791940345289	3.02205976315037	3.33515008434921
ENSMUSG00000103046	2.12029935804309	2.52504104050404	2.66845938278479	3.11632777873462
ENSMUSG00000026077	3.38503905528272	3.50352888646977	3.76068781433339	4.32107801725596
ENSMUSG00000092563	3.68255553590508	4.08729721836603	3.65936841392648	4.26457284170131
ENSMUSG00000073702	4.27456295458944	3.51924902986176	3.05653618694358	4.09468230405163
ENSMUSG00000003134	2.61819187469073	2.45257990934193	2.97131674339974	2.24588638229239
ENSMUSG00000003135	4.83512434989525	4.72579035775161	4.81890475778914	4.77075608294361
ENSMUSG00000085894	3.77113156246109	2.78664889796607	3.71452876592997	2.95572412973713
ENSMUSG00000077704	6.60440815560861	5.82286303446465	5.99435266163929	6.59955708941412
ENSMUSG00000048234	4.33323817530509	3.97780252292932	3.59408626130917	3.13030325490089
ENSMUSG00000050967	5.49878469773673	4.88054287130884	5.20767249193957	5.50494149670668
ENSMUSG00000097083	1.96294737501288	1.78704270035446	1.50824953617569	1.95611793212552
ENSMUSG00000026074	3.43653815744542	3.91147530947636	3.6810624937684	4.26686218564987
ENSMUSG00000102985	3.42454683033289	2.22701221760076	3.37803032332537	3.73902930102081
ENSMUSG00000026072	1.48876494335641	2.0010558425216	1.43754814743509	1.48074842515765
ENSMUSG00000026065	2.4548846192459	1.47040195475088	2.75821527105959	1.96078910009722
ENSMUSG00000026062	3.20406339399496	3.62907546844925	2.43165440746535	2.92972005054721
ENSMUSG00000101299	2.62587968591143	2.44375299638167	3.31315137046497	3.35635164818752
ENSMUSG00000060424	4.07420325159807	4.04486054903098	4.13948876537478	3.67043497840752
ENSMUSG00000093436	2.64430088273212	2.46217419320235	2.6055925354831	2.05653789655895
ENSMUSG00000045515	4.3793968710305	4.05016178032183	4.9887487160521	4.68260727218356
ENSMUSG00000097063	3.50598842630093	4.14661028691879	2.47994344074344	3.82047089698885
ENSMUSG00000099784	3.04077702227628	2.54237335873118	2.26358019455241	2.71144859050224
ENSMUSG00000060679	3.11854584902843	3.05579733428323	2.42106169798505	3.69214534416614
ENSMUSG00000041907	2.68279689631846	2.99100420346721	1.92351972760009	3.05865795740472
ENSMUSG00000070939	3.80907033769921	3.50885517394464	3.77426760741175	3.89413582121175
ENSMUSG00000041878	3.10036565027102	2.31882052912706	2.4903101563017	3.09551458407653
ENSMUSG00000010290	4.44066199921554	4.27972345115669	3.98397214437146	4.42902749491054
ENSMUSG00000008136	4.37350071325638	5.00112634488151	5.37216570322306	5.54669041229386
ENSMUSG00000066877	4.14231331147569	3.42719192226063	2.94353541896044	4.31498465929605
ENSMUSG00000026051	6.7945737590846	3.38665755634812	5.92271067475836	6.06304972652188
ENSMUSG00000100480	3.83600349180529	4.24074517426624	4.38416351654699	3.83510887762284
ENSMUSG00000057363	2.29490271265265	3.23296900076453	3.33149956107922	2.4779543329166
ENSMUSG00000100701	7.17341060822068	6.55175252746863	6.64958187834945	7.1617247095058
ENSMUSG00000041763	0.502835619751689	0.653146383081541	2.61011853035527	2.19431183753456
ENSMUSG00000026049	2.47437588128981	2.29224919176004	1.86432038732049	1.88661289511664
ENSMUSG00000026047	2.15835208360577	2.30866284693562	2.42963427657113	1.73751152582311
ENSMUSG00000041684	3.46593915395922	2.76942252127921	3.28815935533702	3.75438274493549
ENSMUSG00000026048	3.28622766123183	2.70738767056959	2.22722573183882	3.36236396164345
ENSMUSG00000101567	6.11620819806987	5.68060509614692	5.48377782580955	5.5234648899297
ENSMUSG00000026043	0.124848335470361	-0.656696785673592	0.494321320051021	0.53400838417117
ENSMUSG00000025995	2.71470158746985	1.36728665217309	2.29516652013698	2.53482093693205
ENSMUSG00000084817	9.87440890293004	10.0200635847523	9.69727339120528	9.99816906489947
ENSMUSG00000025993	1.66747488625651	1.3066699352349	0.937330267582404	1.65767768471758
ENSMUSG00000090682	5.75736324136299	4.55982862863086	4.73131825580549	5.33652268358033
ENSMUSG00000041144	-0.162301411999834	-1.68233501361864	-0.531316907894034	-0.1703179301986
ENSMUSG00000101337	-0.235711702074408	0.00437311485534764	0.711834877340607	0.757383732237887
ENSMUSG00000025986	4.51630901229756	2.76766873716766	5.13967149010177	4.21881967397755
ENSMUSG00000100213	3.4924663382727	2.71092121712875	3.86193932285336	4.2229383005488
ENSMUSG00000100160	7.58957792856487	6.22806010053853	7.11207336926803	7.38576186203917
ENSMUSG00000081185	5.61562245599498	5.83130423834829	5.93156086666651	6.090305978513
ENSMUSG00000026109	3.09244516265087	2.62962735596047	3.93269952552217	3.60449118726617
ENSMUSG00000045954	4.13378346609183	2.64099703192601	4.06997553427851	2.80190663873947
ENSMUSG00000026107	1.07134872129484	0.899160495738005	1.86075837405844	0.742020289520791
ENSMUSG00000018417	0.404082727773172	1.23887261582504	0.935639815600016	1.98016082362029
ENSMUSG00000072324	4.16176619493516	3.9796395054054	3.55171070096584	4.89223815721125
ENSMUSG00000078291	5.04686985855797	5.19718062188782	6.44660474893132	5.62397580128209
ENSMUSG00000026104	3.46890409375483	2.43043812457326	3.26596104075326	2.90493896004651
ENSMUSG00000026103	5.19317537132122	4.74562460278978	5.42662381383696	5.25362386380526
ENSMUSG00000002881	2.38626303158144	3.09747366533265	3.54638514910469	2.96173245989442
ENSMUSG00000043015	1.8212093041328	1.42882765020687	2.1245399559465	1.00580187140885
ENSMUSG00000041439	4.25693013192135	3.63766446229603	4.53647083314215	4.71593211346863
ENSMUSG00000026102	3.05342168121664	2.89108318908862	3.25172182174374	3.22271490019597
ENSMUSG00000041426	2.23832018213397	1.65308970640516	1.19037686348698	0.233140892733161
ENSMUSG00000043629	2.8931163117457	1.12348986998942	2.47358124441283	2.88298934467314
ENSMUSG00000026098	-0.0818319379991159	1.07133668890963	-0.105019059977717	1.23550839626769
ENSMUSG00000026097	1.9224387329402	1.4240350693951	1.14524190521633	1.59311030116616
ENSMUSG00000026096	0.800101099400862	1.36640135431889	1.4873727839544	1.20926114810167
ENSMUSG00000026095	2.01712251516392	1.8412178405055	2.7690977084694	1.59628195738126
ENSMUSG00000096141	-0.841232441622065	0.31193618528668	0.115108914949314	-0.25921513582583
ENSMUSG00000026094	1.78412807590754	1.28572441236243	2.21360428032633	1.45479964413349
ENSMUSG00000042807	1.72829173987988	0.557623472956362	1.88746311982176	0.940631905285702
ENSMUSG00000041303	3.12271395432452	2.83297385049435	3.56094261467727	2.8490986694705
ENSMUSG00000073678	-0.218093946530111	0.422527914087745	1.42148456374189	0.773535663570428
ENSMUSG00000052331	0.596610111257295	-0.587419935113452	0.542253333831329	1.17207953957027
ENSMUSG00000025982	4.37588635886665	3.59851409794618	4.56636944207537	4.46882075784478
ENSMUSG00000025981	2.5728634566998	1.72174740839018	2.10299373288717	3.02207732971451
ENSMUSG00000101122	3.14426346861458	3.54900515107553	3.12107634663598	3.72628077441081
ENSMUSG00000025980	6.34389544641204	6.36596632789361	6.55803011458746	5.97928116240383
ENSMUSG00000073676	4.44774681226472	4.9229405878948	4.53922432627465	4.85231464747348
ENSMUSG00000089670	5.93866056640315	6.33488947298386	6.59207329697577	5.74681664699017
ENSMUSG00000025979	4.46586462009272	4.0423751398638	4.88352716312551	4.67622455130939
ENSMUSG00000061863	5.12367302376309	5.95585885126193	5.08496467651407	5.1188219575686
ENSMUSG00000025978	2.98478174734304	3.44546369229269	3.54118943353544	3.73244658782213
ENSMUSG00000097649	3.20018616402278	3.29388351104676	4.14067494978438	3.6768919433761
ENSMUSG00000046994	0.660987433626833	0.979110305358009	0.609770637705513	1.49987173830593
ENSMUSG00000100215	7.75974047741847	7.65827410009074	7.43122335480379	7.4110649841133
ENSMUSG00000038349	2.26612421937888	2.63393584069432	2.35760173338882	2.08624356884107
ENSMUSG00000102145	2.31485337686266	2.34106527507794	2.25825058033155	1.82075785771399
ENSMUSG00000038331	2.5342338271252	0.897081836520357	3.65290274317141	2.97078704463399
ENSMUSG00000087022	1.62765219503252	1.45546396947569	2.24829096539703	3.20295373960105
ENSMUSG00000101429	1.69708044591073	0.915535324766775	1.08702495194141	1.69222937971625
ENSMUSG00000038323	4.46641768051346	2.29251812717142	3.98738220210473	2.45668983452949
ENSMUSG00000048495	3.51794040105523	2.17052546575846	4.09246612319294	3.14563490865688
ENSMUSG00000025971	1.66672164894399	1.69293354715927	1.80128141835858	1.84977326920794
ENSMUSG00000038305	2.15223824573218	2.47530218240014	3.01363969787604	2.98929596427906
ENSMUSG00000054770	1.72539744330243	0.973322728520117	1.5382677308416	2.21680882952407
ENSMUSG00000063558	0.300627407431502	0.866927662349529	0.987899091985039	-0.287135578741662
ENSMUSG00000064294	0.0189749951746414	0.423716677635596	-0.0042121268039601	0.600992300970873
ENSMUSG00000038242	-0.240019492149756	-0.434696241302991	0.308140532591946	1.07732084211706
ENSMUSG00000103839	2.76725425734314	1.24722065572433	2.71603746142182	2.0239147106738
ENSMUSG00000051223	4.7334825099934	4.36670703565177	5.21816882385415	4.51512122410741
ENSMUSG00000026034	3.51521635735751	1.97121027582751	3.83500165398774	3.66085657956897
ENSMUSG00000026035	2.54323716480965	2.15085551088372	2.2662162627999	2.53386394321306
ENSMUSG00000026036	2.96900324137032	2.52606282477056	2.72453362676529	2.45543688434924
ENSMUSG00000026037	3.69788672278635	2.72328381814455	3.15148170474096	3.87935244903851
ENSMUSG00000038174	2.05548256157439	1.78541165083451	1.99212575165678	1.82216786472783
ENSMUSG00000026032	6.75213665125541	6.31509106145845	5.75085324323427	6.12401864734212
ENSMUSG00000059647	3.69037504036438	4.51732822928485	3.66718791838577	5.00771537463119
ENSMUSG00000102059	3.51540314954986	3.75548796647962	3.47669480230084	3.51055208335537
ENSMUSG00000026031	1.98213512089265	1.91938660614745	1.91877831097504	2.41140657167044
ENSMUSG00000026029	2.30340675279184	1.7052905716739	1.84870891395465	2.61788922347976
ENSMUSG00000026028	5.59829045673838	4.85467750873188	5.37054905220274	5.34068391894636
ENSMUSG00000026027	3.06644307306111	2.40009831817488	3.0840815307965	3.28943096632693
ENSMUSG00000038079	2.90206521115179	1.38203160953298	3.5227039815163	3.15667216498923
ENSMUSG00000079550	1.01569197955748	0.41757579843954	0.56099414072029	0.59485142177482
ENSMUSG00000026024	2.17551774391372	2.51653576496025	1.98838803145288	2.827317384551
ENSMUSG00000041075	3.11707253084735	2.07202155081159	3.18046034424828	3.1064658995551
ENSMUSG00000047361	0.377886641363322	0.183209892210087	1.3342279979347	1.69522697563013
ENSMUSG00000026021	5.87214642517192	5.26803999181247	5.71749611100296	5.81702188099154
ENSMUSG00000026020	1.99549968996609	1.9479569690857	1.93327021647927	2.30643562058712
ENSMUSG00000067336	2.91789102317185	2.68038968092916	3.15649643343137	2.90575068651433
ENSMUSG00000041040	3.61630668944066	3.33533835107643	3.66075446070413	3.54561815917701
ENSMUSG00000026018	4.06106954333065	3.06152115166556	3.74383041621256	3.49309310445295
ENSMUSG00000026019	1.71767816706887	1.79575273307624	1.36833949277274	1.70707153577663
ENSMUSG00000026017	-1.03052594872155	0.807121802909219	0.724307108162826	1.13371520842313
ENSMUSG00000082609	4.63422381004417	3.85267868890022	4.02416831607485	5.36469577232026
ENSMUSG00000073664	0.329712889033225	-0.843616447237398	-0.722645017601891	-0.00229760046671146
ENSMUSG00000049439	2.64314767250696	3.80199508745776	3.75505631415725	3.22025361523108
ENSMUSG00000026782	4.52523497708215	4.46784422897381	4.71960881397461	4.53889270284475
ENSMUSG00000026014	1.72874155846472	0.901861527025265	1.4164987663356	1.86155411687469
ENSMUSG00000081562	7.55573194939088	8.13196421947591	7.08077598820699	7.66034356433957
ENSMUSG00000082160	5.28190600619432	4.78350234264921	5.71138221061311	4.95257757442027
ENSMUSG00000101188	8.8021636837744	8.75390066449908	8.68441762715082	8.77044696211624
ENSMUSG00000081382	8.35316099324887	8.75954436709507	7.70091322680736	8.3408904780074
ENSMUSG00000052062	-0.297336404344396	-0.479463093874156	-0.336044751593409	-0.302187470538879
ENSMUSG00000100750	2.88194213113751	3.12202694806727	2.27188663716819	2.29417914496435
ENSMUSG00000025969	3.13057235731405	3.47102471884005	3.45297707925081	3.38985499319332
ENSMUSG00000100426	3.03237058854368	2.83769383939045	3.58053061328539	3.61438789433992
ENSMUSG00000040865	2.44655392448842	1.69985863838544	2.26915263525975	1.84993422141448
ENSMUSG00000084799	2.89581812964457	2.13399958973335	2.84146135221861	1.88906370660911
ENSMUSG00000101599	0.139027270640124	-0.0430994188896427	0.826298955193661	0.548187319340933
ENSMUSG00000025968	2.52296180041931	2.74842949633046	3.45691820887137	3.2706266408984
ENSMUSG00000025967	5.49819166638829	5.86282274776341	5.47534018177864	5.34418938998536
ENSMUSG00000046856	2.10036565027102	1.91823896074125	2.061657303022	2.09551458407653
ENSMUSG00000027520	1.49752163746138	2.10176416174162	1.8134600481329	1.86535775564377
ENSMUSG00000081643	7.37572984570535	7.63158392333774	7.1570672052245	7.7786907672667
ENSMUSG00000025964	3.06841956132507	1.83661819446969	2.85636617850247	2.91186074430179
ENSMUSG00000025962	0.865885946635839	0.683759257106075	1.2353589312165	0.861034880441355
ENSMUSG00000025959	3.06272001082849	1.64733016945895	3.60612071091951	2.97323809955443
ENSMUSG00000025958	2.05759268166434	1.4787526910021	2.16273590362372	2.36808533915415
ENSMUSG00000025956	4.05800087781656	3.54573258412691	3.36051672677318	3.0478128533629
ENSMUSG00000070871	2.85544784839457	2.68749171917583	3.15877850020826	1.62602930077531
ENSMUSG00000045005	0.630254333095408	-0.151290788048545	0.591545985846395	1.03941438179622
ENSMUSG00000051344	2.55908389293555	2.47581296360413	2.84685232194568	2.76993230386397
ENSMUSG00000084416	10.02883190238	10.2125298363137	9.6579919156498	9.82247577751233
