E12A	E12B	E20A	E20B
ENSMUSG00000001016	-1.20748785473495	-0.977956618262581	-1.28261000803051	-2.47768168595223
ENSMUSG00000001018	0.69814219466765	-0.216203948500766	-0.482906661012468	0.060144735380586
ENSMUSG00000001017	0.0307408671963394	0.890172643149146	-1.15030798848378	0.166413328154778
ENSMUSG00000042165	0.823110260835758	0.990753463971181	0.235281726123112	0.778333122516162
ENSMUSG00000091421	3.76689843580248	3.36186160437826	2.26648253622259	2.47727715047658
ENSMUSG00000041912	-0.725218719323919	-1.63956486249233	-1.90626757500403	-1.36321617861098
ENSMUSG00000028137	-0.558842063555531	-1.47318820672395	-1.08345363363911	-1.1968395228426
ENSMUSG00000028136	-0.890176387917958	-0.951329989752761	-2.07122524359808	-2.16037021913524
ENSMUSG00000038902	-0.0791915618498216	-1.73654109251674	-1.83557554476828	-1.94896143397176
ENSMUSG00000005779	0.92927601504293	0.503698897210885	-0.251772840637187	-0.340917816174354
ENSMUSG00000028126	-0.238428885872697	-0.2995824877075	-1.41947774155281	-0.876426345159764
ENSMUSG00000064952	11.4584688772057	10.4871785108659	10.3281277102392	9.82190365967514
ENSMUSG00000038777	-0.256609485157416	-1.10133535470936	-1.20036980696089	-1.31375569616438
ENSMUSG00000053192	0.0462802057916143	0.578346924924279	0.1148889566755	0.775172987717522
ENSMUSG00000015697	-0.883245894009342	-0.944399495844145	-2.06429474968946	-2.15343972522663
ENSMUSG00000046519	-0.206129359505056	0.325937359627613	-0.137520608621166	-0.250906497824651
ENSMUSG00000060438	2.90798936268498	3.13752059915736	1.72694050700487	1.6377955314677
ENSMUSG00000038619	-1.11819036555859	-0.0536155803835037	-1.70601890027124	-1.16296750387819
ENSMUSG00000038612	0.120337395975817	0.979769171928623	-0.404274174107766	-0.517660063311251
ENSMUSG00000028106	-2.21107205389864	-2.04342885076321	-2.14246330301475	-2.25584919221823
ENSMUSG00000015750	-0.486326889868408	-0.318683686732985	-0.417718138984519	-1.16330040011822
ENSMUSG00000015749	0.478331841746858	0.530537554234581	-1.12186576565315	-1.21101074119032
ENSMUSG00000015747	-0.103260485859316	-0.528837603691361	-1.28430934153943	-1.3734543170766
ENSMUSG00000038495	-0.886012756692761	-2.21950765158108	-1.82977307849624	-2.57535533962994
ENSMUSG00000068856	1.7893340922348	0.719969668082502	1.32461196658186	0.916795730875744
ENSMUSG00000084686	4.87058939087979	4.80943578904499	3.68954053519967	4.23259193159272
ENSMUSG00000038486	-0.912611094321985	-1.23373691652293	-0.844002343438095	-0.957388232641581
ENSMUSG00000015943	1.18656897285767	1.35421217599309	0.598740438145025	1.14179183453808
ENSMUSG00000068855	4.84920504045925	5.28358197753271	2.31229469453992	2.19890880533644
ENSMUSG00000081058	2.60845862698412	2.09445187726547	0.683871785112981	0.594726809575814
ENSMUSG00000091405	1.60776658025341	0.274271685365104	0.664006258449934	0.550620369246449
ENSMUSG00000093656	4.19363289580695	3.58337469893099	0.13354890214109	0.344343516395082
ENSMUSG00000095701	6.61232461825882	6.81297685998715	5.79105374856323	4.28432408692887
ENSMUSG00000095580	5.23648984959717	4.43179826157134	6.39773736770346	4.29304130402998
ENSMUSG00000093834	8.28072464420745	7.49638562006659	8.95505969502232	7.93955414846686
ENSMUSG00000095513	4.91210061512604	4.06737474557409	3.31190300772602	3.22275803218886
ENSMUSG00000096838	6.37063138620349	7.03992762414184	6.06060475653052	5.12078293004278
ENSMUSG00000065773	6.71950889239752	5.16263745611358	4.40911249300947	3.21404081508775
ENSMUSG00000095260	5.50116268572363	4.06737474557409	5.79977096566433	4.62862432436458
ENSMUSG00000094812	8.67834717106718	7.6770490251122	9.09749101223715	7.90906394569534
ENSMUSG00000038393	-0.342663097336089	-0.175019894200663	-0.930491632048735	-0.387440235655685
ENSMUSG00000049288	0.456648847401286	-0.023653506153412	-0.487111474402194	-1.23269373553589
ENSMUSG00000038374	0.208671055436646	0.438202291909018	-0.972377800243471	-1.06152277578063
ENSMUSG00000028101	-0.669847925583102	-0.990973747784043	-0.601239174699213	-0.714625063902698
ENSMUSG00000028099	0.133907819756313	-0.780438323412099	-1.0471410359238	-0.504089639530751
ENSMUSG00000065669	5.19095998812151	4.71065763456681	5.54716376385631	4.57190067702546
ENSMUSG00000028098	0.780072221442254	-0.0646536481096902	0.285801316426799	-0.909270361494926
ENSMUSG00000038256	-1.18477845414935	-0.5063756443408	-2.36582730982946	-2.45497228536663
ENSMUSG00000038170	-1.43824812184237	-2.60736322586545	-3.36283496371352	-2.38169666740956
ENSMUSG00000027879	-0.0978279639103299	-0.523405081742375	-1.27887681959045	-1.36802179512761
ENSMUSG00000027878	-1.11791436485924	-2.45140925974756	-2.71811197225926	-1.7369736759553
ENSMUSG00000033285	-1.08322747213296	-0.915584268997542	-1.67105600684561	-1.12800461045256
ENSMUSG00000008763	-0.681760152460019	-0.629554439972299	-2.28195775986003	-2.3711027353972
ENSMUSG00000033233	-1.28469302869876	-0.752626309566089	-1.21608427781487	-1.96166653894857
ENSMUSG00000033222	-1.04611292736617	-1.96045907053459	-2.22716178304629	-1.68411038665324
ENSMUSG00000027864	-1.07472399612623	-1.26434151137376	-2.01848431792971	-2.76406657906341
ENSMUSG00000042035	-1.78362465360191	-0.719049868426819	-1.26552648592999	-1.3903148920106
ENSMUSG00000033161	-0.891293178678357	0.173281606496733	-1.479121713391	-0.936070316997952
ENSMUSG00000048540	-0.544004297819097	-0.969581415651142	-1.72505315349921	-1.81419812903638
ENSMUSG00000068823	0.195416578144645	0.893644585605891	-1.28594214977239	-0.719043685808177
ENSMUSG00000027852	0.222621597093148	-0.291385152625509	-0.596038542393437	-1.79111022031516
ENSMUSG00000005687	-0.240731146770763	0.437671663037779	-1.42178000245088	-0.87872860605783
ENSMUSG00000033014	-1.40002783742755	-0.721625027619009	-2.58107669310767	-0.992288963697128
ENSMUSG00000065789	5.11780709125081	5.05665348941601	3.93675823557069	3.84761326003353
ENSMUSG00000008730	-0.811080264529661	-1.61577185255549	-2.07922982080427	-1.75452881009684
ENSMUSG00000058388	-0.554071654964257	-1.03437400851896	-1.49783197676774	-1.61121786597122
ENSMUSG00000052539	-1.19736363746124	-1.62294075529329	-1.72197520754483	-1.3972741968374
ENSMUSG00000032913	-0.918174854697401	-2.08728995872047	-2.84276169656854	-2.29971030017549
ENSMUSG00000002233	1.19927818522198	0.773701067389933	0.0182293295418638	-0.0709156459953029
ENSMUSG00000045576	-1.58366941819677	-2.49801556136519	-2.76471827387689	-2.22166687748384
ENSMUSG00000105925	1.40186761203021	1.56951081516563	0.81403907731756	1.35709047371061
ENSMUSG00000062127	-0.712035735701857	-2.04553063059017	-2.31223334310187	-1.33109504679791
ENSMUSG00000040896	-1.36758963933045	-2.28193578249887	-1.44271179262601	-2.00558709861752
ENSMUSG00000027905	-0.156837760568557	-0.217991362403357	-1.33788661624867	-1.42703159178584
ENSMUSG00000048458	-0.363822612695738	-0.789399730527784	-1.54487146837586	-1.63401644391302
ENSMUSG00000027900	-0.0164752737680978	-0.0776288756029011	-0.54108684385168	-1.28666910498538
ENSMUSG00000048109	-0.579363824132081	-0.527158111644361	-2.1795614315321	-1.63651003513904
ENSMUSG00000014601	-0.134411610747421	0.124842447341226	-0.628682515762875	-1.8237541936846
ENSMUSG00000027893	-0.429367666156971	-0.377161953669248	-1.37312798796045	-1.48651387716393
ENSMUSG00000004032	1.95875070842486	1.11402483887291	0.358553101024846	0.269408125487679
ENSMUSG00000027889	-0.0725163521745777	-1.40601124706289	-1.67271395957459	-0.691575663270633
ENSMUSG00000000001	0.187733010940072	0.417264247412444	-0.993315844740046	-0.0121775484360853
ENSMUSG00000068747	-0.607464162325602	-1.0877665158803	-2.20766176972562	-1.22652347342166
ENSMUSG00000068740	-0.888164128427547	-0.214781450485912	-2.81275097029869	-1.49602965366014
ENSMUSG00000068739	-0.468839817181699	0.00251464702591875	-1.64988867286182	-1.73903364839898
ENSMUSG00000040412	-0.343628990084522	-1.18835485963647	-1.94382659748454	-2.0329715730217
ENSMUSG00000088185	5.500830193403	3.63714158436025	4.61366790491206	3.30145958111107
ENSMUSG00000068732	0.333753268556887	-0.0918238492751584	-0.847295587123231	-0.936440562660398
ENSMUSG00000040389	-0.387169639465331	-0.812746757297376	-0.911781209548909	-1.02516709875239
ENSMUSG00000027884	-0.295227616212809	-0.720804734044854	-1.47627647189293	-1.56542144743009
ENSMUSG00000027883	0.345838960082563	-0.49888690946938	-1.25435864731745	-0.711307250924399
ENSMUSG00000027882	-0.523349948922959	-0.948927066755008	-1.70439880460308	-1.79354378014024
ENSMUSG00000027881	-0.484166836170715	-1.32889270572266	-2.08436444357073	-2.17350941910789
ENSMUSG00000040339	-1.21119856725347	-0.146623782078379	-0.350889268755072	-1.88817207750328
ENSMUSG00000040322	0.5340094188142	0.0537070652594984	-1.06618818858582	-1.15533316412298
ENSMUSG00000027981	-0.415717374704577	-1.26044324425652	-2.01591498210459	-1.47286358571154
ENSMUSG00000027966	-1.35910772215346	-2.2038335917054	-2.95930532955347	-3.04845030509064
ENSMUSG00000054414	-1.58107604154861	-2.00665315938065	-2.76212489722872	-2.21907350083567
ENSMUSG00000027962	-1.25544431153647	-1.31659791337127	-2.43649316721659	-2.52563814275375
ENSMUSG00000033400	-2.50945364711556	-2.34181044398013	-3.0972821818282	-2.55423078543515
ENSMUSG00000033342	-0.990449810748554	-1.3115756329495	-0.921841059864665	-1.03522694906815
ENSMUSG00000097311	-0.514678577718236	-1.42902472088665	-1.03929014780182	-1.78487240893552
ENSMUSG00000106037	3.42464585001523	3.36349224818043	2.24359699433511	2.78664839072816
ENSMUSG00000028134	0.121075381318352	-0.444786589013173	-1.37934051826154	-1.94221582425305
ENSMUSG00000106099	0.197941324856771	0.136787723021968	-0.326670245226811	-0.440056134430296
ENSMUSG00000039887	-0.0228123174813355	0.144830885654091	-0.610640852193981	-0.0675894558009311
ENSMUSG00000053931	-0.302377436482974	0.762197348692116	-0.89020597119562	0.426515345442933
ENSMUSG00000028124	-0.759799569165793	-1.67414571233421	-1.94084842484591	-1.39779702845286
ENSMUSG00000057359	5.96847129673311	8.00506361519972	4.00025541263031	3.83450673469986
ENSMUSG00000039756	-0.426125819628052	-0.258482616492628	-0.357517068744166	-1.10309932987786
ENSMUSG00000039735	-1.73598340379708	-0.439559347408199	-1.46889442626616	-1.60031094283864
ENSMUSG00000050315	-1.8167931814457	-2.24237029927775	-2.34140475152928	-2.45479064073276
ENSMUSG00000028114	-1.59095526842661	-0.768203710986768	-2.17878380313925	-1.1976455068353
ENSMUSG00000104960	3.35464455916854	2.98230392228647	3.69924225655916	2.25854460729211
ENSMUSG00000027977	-1.41072917572649	-1.83630629355853	-1.93534074581007	-2.68092300694377
ENSMUSG00000044528	-0.659129762749721	-0.980255584950665	-0.590521011865835	-0.703906901069317
ENSMUSG00000096544	3.48858667084474	2.57424052767632	2.96397510076116	2.85058921155767
ENSMUSG00000053819	-3.19113471601631	-2.65906799688364	-3.77896325072896	-1.96136611131109
ENSMUSG00000032826	-1.83136991597204	-2.09172509762506	-2.28160308381393	-0.877428377117713
ENSMUSG00000105445	-0.596310009926654	-1.51065615309507	-1.77735886560677	-1.23430746921372
ENSMUSG00000027968	0.651039719312166	0.589886117477366	-0.530009136367948	-0.619154111905114
ENSMUSG00000074238	-1.23793506589838	-1.66351218373043	-1.31305721919394	-2.50812889711566
ENSMUSG00000041220	-0.791553296486811	-0.113150486678268	-1.31616486657039	-0.991463855862971
ENSMUSG00000001052	-0.696273693995106	-1.12185081182716	-1.87732254967522	-0.896184253371267
ENSMUSG00000058897	-1.81005392674395	-2.72440006991236	-2.99110278242406	-2.44805138603101
ENSMUSG00000041084	0.433533653335747	0.00795653550369835	-0.747515202344371	-0.836660177881537
ENSMUSG00000062006	0.491313368010385	-0.423032775158028	-0.689735487669729	-0.146684091276679
ENSMUSG00000027984	-1.01500691499253	-0.84736371185711	-0.946398164108643	-1.05978405331213
ENSMUSG00000028032	-0.309958117522296	0.222108601610373	-0.241349366638406	-0.354735255841891
ENSMUSG00000028018	-0.539736755300034	-0.600890357134837	-1.72078561098015	-1.80993058651732
ENSMUSG00000028013	-1.95583540478678	-1.42376868565411	-1.43773723711487	-1.56252564319547
ENSMUSG00000040943	-1.76374952380307	-2.24405187735777	-3.36394713120309	-2.38280883489913
ENSMUSG00000044365	-1.85077896237246	-2.2763560802045	-3.03182781805257	-2.48877642165952
ENSMUSG00000045328	-0.795049324604605	-0.984666839852135	-2.39524693200462	-2.48439190754179
ENSMUSG00000028165	-0.626023635133865	-0.815641150381392	-1.56978395693735	-2.31536621807104
ENSMUSG00000078578	-1.29586741812735	-2.24980670020407	-2.79628331770725	-3.99135499562897
ENSMUSG00000028163	-1.6987878306306	-2.12436494846264	-2.22339940071418	-2.33678528991766
ENSMUSG00000028161	-2.01891489491954	-1.1961633374797	-1.95030614403565	-1.62560513332823
ENSMUSG00000065906	5.11780709125081	4.69222997341876	4.59319552116723	3.84761326003353
ENSMUSG00000037894	2.07306903361934	1.92428998725466	-0.116190644378268	-0.205335619915434
ENSMUSG00000028138	-0.541605358630228	-0.602758960465032	-1.72265421431035	-1.1796028179173
ENSMUSG00000005813	-0.913865129067734	-1.33944224689978	-2.09491398474785	-2.18405896028502
ENSMUSG00000028156	-0.274246268142416	-0.754548621697118	-1.87444387554243	-1.9635888510796
ENSMUSG00000028149	-1.61792591712426	-1.45028271398884	-2.20575445183691	-1.66270305544386
ENSMUSG00000059921	-2.3646522029039	-2.4258058047387	-3.54570105858402	-3.63484603412119
ENSMUSG00000052430	-0.682306582339212	-1.10788370017126	-1.86335543801933	-1.9525004135565
ENSMUSG00000028273	-1.84980272523059	-1.68215952209517	-1.7811939743467	-2.5267762354804
ENSMUSG00000028271	0.114458737959581	-1.21903615692873	-1.48573886944043	-0.942687473047382
ENSMUSG00000004591	-1.79323482475623	-1.11483201494768	-2.3178463948398	-2.43123228404329
ENSMUSG00000040151	-1.73693701515607	-1.56929381202064	-0.876627716657673	-2.41391052540588
ENSMUSG00000037072	-1.24050177406684	-0.417750216626995	-1.17189302318295	-1.28527891238643
ENSMUSG00000037062	-1.6002592590177	-0.777507701577864	-1.08216109134579	-1.20694949742639
ENSMUSG00000028194	-0.693586007679698	0.129165549760142	-0.624977256795813	-0.738363145999298
ENSMUSG00000036825	-0.770119855868998	-0.602476652733575	-0.701511104985112	-1.44709336611881
ENSMUSG00000068523	0.426210312529886	0.000633194697840622	-0.754838543150232	-0.211787146757178
ENSMUSG00000028187	-0.155792455578336	-0.216946057413136	-1.33684131125845	-1.42598628679562
ENSMUSG00000005034	-1.83263633998911	-1.30056962085644	-1.76402758910522	-1.1037435580632
ENSMUSG00000028184	-0.925915198514371	-1.46277155662424	-2.45873759091544	-1.79845355987343
ENSMUSG00000065270	4.52458677028334	5.05665348941601	4.59319552116723	3.84761326003353
ENSMUSG00000065138	5.53695584297071	4.69222997341876	4.59319552116723	3.84761326003353
ENSMUSG00000028034	-0.635412771112669	-0.643785853264344	-2.13582867069256	-1.92503405643857
ENSMUSG00000054942	-2.23640514554736	-2.06876194241194	-2.16779639466347	-2.91337865579717
ENSMUSG00000025437	-0.96162311654728	-1.80634898609922	-2.5618207239473	-1.58068242764334
ENSMUSG00000039068	-0.621735883552226	-1.69110030770452	-2.81099556154983	-2.900140537087
ENSMUSG00000052544	-1.86869341198453	-1.33662669285186	-2.45652194669718	-1.91347055030413
ENSMUSG00000038975	3.8549086940423	3.76761589640368	1.39323924110771	1.45187415514816
ENSMUSG00000065738	12.1454268814681	13.6473868311421	11.5014492652525	11.5754585148944
ENSMUSG00000053870	-0.757734150000008	-1.18331126783205	-1.93878300568013	-2.02792798121729
ENSMUSG00000040037	-2.09287211247023	-1.27012055503039	-1.23256281397184	-0.665664350007621
ENSMUSG00000105290	1.15019026510161	0.235844121933198	-0.0308585905785037	0.512192805814546
ENSMUSG00000039988	-1.63145147267199	-1.6926050745068	-2.81250032835211	-1.83136203204815
ENSMUSG00000055436	-0.44124046795832	-1.24593205598415	-1.70939002423293	-2.45497228536663
ENSMUSG00000063052	-0.360801893332347	-0.786379011164396	-0.885413463415929	-0.560712452708508
ENSMUSG00000028176	-1.40164545601095	-2.31599159917936	-2.58269431169106	-1.60155601538711
ENSMUSG00000028173	-1.83592191426474	-1.66827871112932	-2.42375044897739	-1.88069905258434
ENSMUSG00000028232	-0.491336252682153	0.0407304664505155	-1.0791647873948	-0.536113391001749
ENSMUSG00000028233	-0.51630843483855	-0.577462036673353	-1.04092000492213	-1.78650226605583
ENSMUSG00000028234	1.75131738069156	0.724352416745905	-0.659690929290484	-0.334989918583059
ENSMUSG00000042198	0.291158817299316	-0.189143536255383	-1.3090387901007	-0.765987393707647
ENSMUSG00000066324	-0.0729244915189255	-0.586931241237579	-1.34107404779353	-1.45445993699702
ENSMUSG00000028249	-0.474793919807102	-0.9550962733618	-1.41855424161058	-2.16413650274428
ENSMUSG00000028245	-0.752244306875088	-1.59697017642703	-2.3524419142751	-1.80939051788205
ENSMUSG00000047187	0.800605827311383	1.47900863711993	0.275994257227804	0.162608368024319
ENSMUSG00000041235	-1.14810423613509	-1.03221044637331	-3.07269107800623	-3.1618360535434
ENSMUSG00000028207	-2.70889851684957	-2.54125531371414	-2.64028976596568	-3.38587202709938
ENSMUSG00000066315	2.5463911223676	1.63204497919919	2.02177955228402	1.27619729115032
ENSMUSG00000028212	0.0881973373891576	-0.337379780442888	-1.09285151829096	-1.18199649382813
ENSMUSG00000040720	-0.198492122206041	-0.470675644189448	-1.46664167848065	-2.21222393961435
ENSMUSG00000028218	-0.333943245047109	-0.759520362879154	-0.858554815130692	-0.971940704334173
ENSMUSG00000060989	1.13805943570809	1.96081099314793	0.550230900995444	1.09328229738849
ENSMUSG00000006586	-1.0990973832979	-0.869566146825527	-1.17421953659345	-1.73709484258496
ENSMUSG00000040550	0.1334818061578	-0.292095311674249	-0.391129763925782	-0.504515653129268
ENSMUSG00000040536	-1.08847113276487	-1.40959695496581	-1.01986238188098	-1.13324827108446
ENSMUSG00000096423	4.52458677028334	4.69222997341876	4.59319552116723	4.91789653187465
ENSMUSG00000028228	-0.940614611011636	-1.85496075418005	-2.12166346669175	-1.14052517038779
ENSMUSG00000041058	-0.0529422463012352	-1.22205735032431	-1.97752908817238	-2.06667406370955
ENSMUSG00000040455	-1.3380361047847	-1.17039290164927	-1.92586463949734	-1.38281324310429
ENSMUSG00000028248	-0.22339513955011	-0.983813088177364	-1.97977912246856	-2.72536138360227
ENSMUSG00000028246	-1.17035825039218	-1.59593536822423	-1.69496982047576	-1.80835570967925
ENSMUSG00000095139	-1.18180434826954	-1.01416114513412	-1.11319559738565	-1.22658148658914
ENSMUSG00000055373	-1.89561342451151	-2.32119054234356	-3.07666228019163	-2.09552398388767
ENSMUSG00000028289	-0.668067231485804	-1.83718233550887	-0.868116521012272	-1.61151577705299
ENSMUSG00000028284	-1.38297782442218	-1.21533462128675	-1.31436907353829	-0.654085042496273
ENSMUSG00000028282	-0.134012635255882	-1.30312773927896	-1.40216219153049	-2.14774445266419
ENSMUSG00000058006	-1.81160891790343	-2.08379243988684	-3.07975847417804	-2.14740803036403
ENSMUSG00000040183	-1.15311640834405	-0.330364850904211	-1.7409449430567	-1.19789354666365
ENSMUSG00000028278	-0.477511398551798	-0.538665000386601	-1.65856025423192	-1.74770522976908
ENSMUSG00000040128	1.24568830078514	1.05607078553761	0.751417395769685	0.962212010023681
ENSMUSG00000044288	-1.38768702202208	-0.855620302889417	-1.31907827113819	-0.99437726043077
ENSMUSG00000095588	2.41430471526843	3.23705627270827	2.48291346615231	1.73733120501862
ENSMUSG00000040044	-0.293329814131692	-1.13805568368364	-1.8935274215317	-1.98267239706887
ENSMUSG00000028292	0.423083082170539	0.361929480335736	-0.757965773509579	-0.847110749046745
ENSMUSG00000028293	0.103033117103692	0.270676320239115	-0.484795417608954	0.0582559787840964
ENSMUSG00000028295	1.29894124343951	0.87336412560747	0.117892387759397	0.0287474122222342
ENSMUSG00000039967	-1.00726836195824	-0.129993057289255	-1.50153926697369	-1.2907446527197
ENSMUSG00000045083	-1.75232031413653	-1.58467711100111	-2.34014884884918	-1.79709745245612
ENSMUSG00000028405	-0.86837256353644	-0.0456210060965994	-1.45620109824909	-0.913149701856035
ENSMUSG00000036822	-0.0536152585780059	-0.967961401746418	-1.23466411425812	-0.69161271786507
ENSMUSG00000028410	-0.796554832929296	-1.276857186484	-1.74031515473278	-2.48589741586648
ENSMUSG00000028409	0.671554991997702	0.481937476750176	-0.928642615402314	-1.01778759093948
ENSMUSG00000028419	1.70951667486977	1.22921432131507	0.109319067469755	0.652370463862805
ENSMUSG00000028423	-0.785646251013656	-0.975263766261182	-2.38584385841367	-2.47498883395084
ENSMUSG00000028430	-0.0774788089565632	-0.922204678508507	-1.67767641635658	-1.13462501996353
ENSMUSG00000036241	0.246032660505332	0.505286718593979	-0.248238244510123	-1.44330992243185
ENSMUSG00000028433	-0.370145610578462	-0.431299212413261	-0.89475718066204	-1.64033944179574
ENSMUSG00000089265	8.41388967518913	8.14818051479386	6.74294273376074	7.02256209869352
ENSMUSG00000089308	12.9924032110426	12.5533324293049	10.2397469558772	11.0717597028813
ENSMUSG00000093562	6.31740984498073	6.99079252292237	5.04926028870613	5.37396129941355
ENSMUSG00000028436	0.529391447331651	-0.315334422220293	-1.07080616006836	-1.15995113560553
ENSMUSG00000028437	0.0523217494412194	-0.373255368390826	-1.1287271062389	-1.21787208177606
ENSMUSG00000028438	-1.10903271677884	-1.53460983461089	-2.29008157245896	-2.37922654799612
ENSMUSG00000028439	-0.00336327990683927	-0.428940397738884	-0.527974849990418	-0.203273839282996
ENSMUSG00000028445	1.54979772381085	1.1242206059788	0.368748868130734	1.34988716443469
ENSMUSG00000028444	0.417367373109716	-0.00820974472232905	-0.763681482570401	-0.852826458107565
ENSMUSG00000036078	0.663712985256645	-0.669781909631666	-0.280047336546833	-1.02562959768053
ENSMUSG00000028452	-0.384792386542863	0.293610423265683	-1.56584124222298	-1.65498621776014
ENSMUSG00000036002	0.591235360666804	-0.577879743356267	-1.33335148120434	-1.4224964567415
ENSMUSG00000028456	-2.19490241251995	-2.38451992776747	-3.13866273432343	-3.88424499545713
ENSMUSG00000028458	-0.848339298182822	-1.16946512038377	-0.779730547298932	-0.893116436502417
ENSMUSG00000115420	11.9763853615879	10.9063996959697	10.6959987506699	10.7985260097107
ENSMUSG00000028465	-1.99265948347473	-1.16990792603489	-1.92405073259085	-2.66963299372454
ENSMUSG00000028467	-0.863551254468018	-0.331484535335353	-1.45137978918067	-0.470241492876706
ENSMUSG00000028469	-0.329005674312189	-0.754582792144234	-1.5100545299923	-1.59919950552947
ENSMUSG00000078716	-0.592709699578233	-0.653863301413036	-1.77375855525835	-1.86290353079552
ENSMUSG00000028476	-0.36321897459451	-1.27756511776292	-1.54426783027463	-1.00121643388158
ENSMUSG00000028479	-0.775083223486021	-1.20066034131807	-1.95613207916614	-1.41308068277309
ENSMUSG00000035696	-0.15765466230906	-0.694511020418933	-1.69047705471013	-2.43605931584383
ENSMUSG00000035649	-1.37134685547791	-2.28569299864633	-1.44646900877347	-2.64154068669519
ENSMUSG00000035572	-0.556245728319006	-1.88974062320732	-1.50000605012249	-2.24558831125619
ENSMUSG00000045973	-0.149413774086664	-0.339031289334194	-1.74961138148668	-1.83875635702385
ENSMUSG00000035551	0.612198826568676	0.422581311321146	-0.98799878083134	-1.07714375636851
ENSMUSG00000028333	1.53358899187231	1.58579470436003	-0.0666086155277057	-0.155753591064872
ENSMUSG00000007613	-0.395327910066211	-0.584945425313737	-1.99552551746622	-2.08467049300339
ENSMUSG00000039740	-0.486326889868408	0.336424667571432	-1.07415542458105	0.51463230482949
ENSMUSG00000028343	0.120337395975817	-0.305239721856228	-0.404274174107766	-1.14985643524146
ENSMUSG00000028347	0.543558419629754	0.482404817794951	0.468436266334198	-0.726635411587527
ENSMUSG00000028309	-0.972033166150094	-0.742501929677726	-1.49664473623368	-1.17194372552625
ENSMUSG00000039579	-2.31738164740493	-2.63850746960588	-1.45707234890654	-2.36215878572453
ENSMUSG00000064923	5.23648984959717	5.17135467321468	5.64340706020982	3.85495440411907
ENSMUSG00000028312	-0.560159473053421	-0.98573659088547	-1.74120832873354	-1.83035330427071
ENSMUSG00000083937	1.1736492379256	2.03308101387841	-0.00739961775451548	-0.0965445932916822
ENSMUSG00000015247	0.54580949839692	0.713452701532344	-0.0420190363157253	0.501032360077325
ENSMUSG00000015243	-2.07310033424757	-1.25034877680773	-2.00449158336368	-2.75007384449739
ENSMUSG00000028412	-0.4833361494969	-1.81683104438521	-1.42709647130038	-2.17267873243408
ENSMUSG00000054752	-1.39028385107275	-1.16075261460038	-1.91489542115633	-2.66047768229003
ENSMUSG00000028420	4.20273027729177	2.57209558390269	5.17560055088446	1.39490978482616
ENSMUSG00000089552	4.23263075514704	4.7646974742797	6.6292503675413	5.46239935985226
ENSMUSG00000060206	0.222128969498552	-0.361380171318086	-2.70736759162952	-2.79651256716669
ENSMUSG00000028426	-0.625800486046657	-0.396269249574285	-1.80684934172677	-0.825711045422814
ENSMUSG00000028431	-0.250302519597305	-0.522486041580713	-1.06896265908389	-1.19375106516449
ENSMUSG00000038816	-1.63726324922423	-1.4696200460888	-2.22509178393688	-1.24395348763292
ENSMUSG00000055296	-1.45805271272052	-1.97205946243918	-0.507244802798272	-3.47178453012883
ENSMUSG00000045589	-0.875647190053304	-1.78999333322172	-2.05669604573342	-1.51364464934037
ENSMUSG00000028367	1.82172712368978	1.76057352185498	0.640678268009662	0.551533292472495
ENSMUSG00000050812	-2.21662817295838	-0.945005042182366	-1.69853000528647	-1.82331841136707
ENSMUSG00000028381	-0.488347290916177	-0.549500892750981	-1.66939614659629	-1.75854112213346
ENSMUSG00000028382	-1.60276879809051	-1.43512559495509	-1.53416004720662	-2.27974230834032
ENSMUSG00000038544	-1.2834902816171	-1.11584707848167	-1.21488153073321	-1.96046379186691
ENSMUSG00000028385	-1.66227955090066	-1.130212831768	-1.59367080001677	-1.70705668922026
ENSMUSG00000066150	-0.797341324604023	-0.265274605471355	-0.279243156932111	-1.47431483485384
ENSMUSG00000059810	-1.12045443925648	-1.96518030880843	-2.7206520466565	-2.80979702219367
ENSMUSG00000070102	6.2452600592249	6.79814612942275	4.32067321735376	4.23152824181659
ENSMUSG00000028364	-1.65801642890086	-1.9791422511018	-0.797707130402465	-0.929123646974951
ENSMUSG00000051675	0.621551103757874	-0.22317476579407	-0.322209218045607	0.00249179266181798
ENSMUSG00000083087	2.11275975651349	2.05160615467869	0.931710900833377	0.84256592529621
ENSMUSG00000081231	1.34160468951815	0.42725854634973	0.160555833838028	0.703607230231079
ENSMUSG00000028351	-1.32757079302158	-1.15992758988616	-0.80947262534967	-0.934261031430271
ENSMUSG00000046341	2.45227256546745	3.27502412290729	2.52088131635134	2.84558232705876
ENSMUSG00000084342	1.74163097626287	1.68047737442806	0.560582120582747	1.1036335169758
ENSMUSG00000039270	-1.14670127884843	-0.675346814640807	-1.67131284893201	-1.78469873813549
ENSMUSG00000008305	-0.810199801235949	-1.29050215479065	-1.75396012303943	-2.49954238417313
ENSMUSG00000028399	-1.87532554307574	-2.68001713110157	-1.84351100181208	-2.81877408864292
ENSMUSG00000083496	2.7296009209131	1.39610602602479	1.12940331351309	1.67245470990614
ENSMUSG00000082179	1.81215016553793	1.38657304770588	2.07923914306885	2.44869844927568
ENSMUSG00000083076	4.72608008919254	3.3110378135017	5.30522447247018	5.01556184765187
ENSMUSG00000028402	-1.74307682859737	-1.51354559212501	-2.92412568427749	-3.01327065981466
ENSMUSG00000008575	-1.59011038588801	-2.07041273944271	-2.53387070769149	-3.27945296882519
