E12A	E12B	E20A	E20B
ENSMUSG00000094655	10.0616863709427	9.85476597957417	8.56722476271377	7.97723970537078
ENSMUSG00000094050	8.59507281059353	8.33298460339231	8.15678958901739	7.27073200196512
ENSMUSG00000093956	7.99740709494397	8.42320512962385	7.85185005959897	7.1407435288396
ENSMUSG00000093843	8.82107427157267	8.60381879993649	7.85185005959897	7.04708519771919
ENSMUSG00000039354	-0.624541699612301	-0.395010463139929	-1.14915326969588	-0.824452258988458
ENSMUSG00000046330	1.3977946303658	0.972217512533753	0.216745774685684	0.127600799148517
ENSMUSG00000026185	0.538857730929678	-0.0145118720966479	-1.21752625198878	-0.285175808174767
ENSMUSG00000055322	-2.70063193071913	-2.53298872758371	-2.63202317983524	-2.74540906903873
ENSMUSG00000006304	1.28902832952712	1.09941081427959	-0.311169277872892	-0.400314253410059
ENSMUSG00000006299	0.103551924009675	0.333083160482044	-1.07749693167044	-1.16664190720761
ENSMUSG00000026179	-1.66911129291921	-1.99023711512015	-1.1510131252473	-1.7138884312388
ENSMUSG00000033364	-2.1697467055103	-2.49087252771124	-2.10113795462641	-2.21452384382989
ENSMUSG00000026135	-1.19261725622239	-2.03734312577434	-2.79281486362241	-2.88195983915958
ENSMUSG00000033257	-2.22667571102513	-1.40392415358529	-2.15806696014124	-2.90364922127494
ENSMUSG00000033159	-1.1941461383751	-0.662079419242428	-1.12553738749121	-1.87111964862491
ENSMUSG00000026202	-0.587645663615735	-0.908771485816679	-0.519036912731845	-0.632422801935331
ENSMUSG00000026209	0.536386463207425	-0.268305124818401	-0.282273676279157	-1.47734535420088
ENSMUSG00000026208	-0.0149388571789189	-0.929285000347331	-1.19598771285903	-0.652936316465983
ENSMUSG00000033021	0.633464137028415	0.207887019196367	-0.547584718651702	-0.636729694188869
ENSMUSG00000032997	-0.0536152585780059	-0.479192376410051	-1.23466411425812	-1.32380908979529
ENSMUSG00000026211	-1.18836109607307	-0.958829859600705	-2.36940995175319	-1.82635855536014
ENSMUSG00000026235	-1.1162156792938	-0.644861215086181	-1.64082724937738	-2.38640951051108
ENSMUSG00000032883	-0.823065641230681	-0.290998922098016	-1.41089417594333	-0.867842779550276
ENSMUSG00000099377	1.10773001856286	1.04657641672805	-0.0733188371172595	0.469732559275794
ENSMUSG00000026249	-1.15736012918481	-2.07170627235322	-2.33840898486492	-1.79535758847187
ENSMUSG00000100397	2.36518694870374	2.89725366783641	1.77735841399109	2.32040981038414
ENSMUSG00000096297	4.52458677028334	4.69222997341876	4.59319552116723	3.84761326003353
ENSMUSG00000004364	0.0278283221795377	0.0800340346672606	-1.57236928522047	0.0164184441900659
ENSMUSG00000054976	-2.34450974724055	-2.6656355694415	-2.27590099635666	-2.38928688556015
ENSMUSG00000055980	-0.880186858842624	-1.72491272839457	-1.37445776385808	-2.5695294417798
ENSMUSG00000065055	5.24456423353675	4.33021809036833	5.16944208024119	3.97437040231947
ENSMUSG00000026150	-1.98616815625387	-2.30729397845482	-1.91755940536999	-1.59285839466256
ENSMUSG00000026159	-1.76736924485296	-1.59972604171754	-2.35519777956561	-1.37405948326165
ENSMUSG00000036766	-0.957947917513618	-1.27907373971456	-0.889339166629728	-0.229055135587711
ENSMUSG00000026219	-1.74055969847196	-0.528342031846655	-2.68432002027544	-2.02403598923342
ENSMUSG00000036707	-1.52286844727613	0.235290438322657	-1.45425969639225	-0.521909252578237
ENSMUSG00000026223	0.576764771411121	-0.337581371757295	0.501642618115564	-0.0612326878759468
ENSMUSG00000026227	-0.435685881989865	-0.75681170419081	-0.367077131105976	-0.480463020309461
ENSMUSG00000026229	-0.548324253148351	-0.10804122891544	-2.14852186054836	-1.60547046415531
ENSMUSG00000077274	5.34768549180897	4.50295962225702	4.40392517000549	3.65834290887179
ENSMUSG00000026234	0.556989609213513	0.603992667729042	-1.97992073670582	-2.0933066259093
ENSMUSG00000104627	4.06638141184812	5.33800454262414	4.58447957952004	3.38940790159831
ENSMUSG00000064823	11.604066472731	12.3078321173958	9.44663145843596	11.7610922306878
ENSMUSG00000026238	1.76469523341942	2.20497825765232	0.164497626019401	0.707549022412454
ENSMUSG00000026254	-0.593674857436007	-0.541469144948284	-2.19387246483602	-2.28301744037319
ENSMUSG00000048000	-1.51680513665682	-1.99710749021152	-2.01107604167228	-2.57395134766379
ENSMUSG00000026288	-1.62610955317748	-1.45846635004206	-2.21393808789012	-1.67088669149707
ENSMUSG00000026289	-1.37374634882254	-1.79932346665459	-1.89835791890612	-2.64394018003982
ENSMUSG00000087968	5.36771114842858	5.29993558322363	6.68948447611947	5.94768973475942
ENSMUSG00000089281	3.21620520723392	4.03895676467376	2.62837667252128	4.21716440193182
ENSMUSG00000070738	-1.47583451605076	-0.653082958610923	-1.40722576516688	-1.52061165437036
ENSMUSG00000005501	-1.256731021322	-1.44634853656953	-2.85692862872202	-2.94607360425918
ENSMUSG00000084021	0.638519872211695	0.806163075347119	0.0506913374990496	0.5937427338921
ENSMUSG00000079429	-0.773465826533524	-1.61819169608547	-2.37366343393354	-2.4628084094707
ENSMUSG00000044783	0.0667725279468243	-0.144742970027927	-1.2401220381836	-1.80299734417511
ENSMUSG00000049866	-0.563841832495143	-0.0924873682875251	-1.74489068817526	-0.763752391871304
ENSMUSG00000036206	-0.0412492915751415	-0.885975161127085	-1.64144689897515	-1.73059187451232
ENSMUSG00000055013	-1.82018503199856	-3.15367992688688	-3.42038263939858	-1.60278549998071
ENSMUSG00000034343	-1.25088294130211	-2.16522908447052	-2.43193179698223	-1.88888040058918
ENSMUSG00000026309	-0.161408054609538	-1.49490294949785	-1.10516837641302	-1.85075063754672
ENSMUSG00000067071	1.03909511523677	1.26862635170914	-0.141953740443348	-0.231098715980515
ENSMUSG00000034292	-0.591927238443088	-0.0598605193104191	-0.523318487559198	-1.2689007486929
ENSMUSG00000026313	-1.67040064807884	-2.51512651763078	-1.82246042226781	-3.35974323101602
ENSMUSG00000034220	-1.06682197446819	-0.899178771332764	-1.65465050918083	-1.11159911278778
ENSMUSG00000065470	5.8148799582935	4.90053381512509	5.29026838820992	5.17688249900644
ENSMUSG00000014602	-1.32838728808716	-0.857032823879546	0.119493496672263	-0.0258598964881962
ENSMUSG00000047793	-1.94629062987466	-2.2674164520756	-1.42819246220275	-1.99106776819426
ENSMUSG00000026274	-0.866872505561744	-1.34717485911644	-2.46707011296176	-2.55621508849892
ENSMUSG00000026275	-1.49814046852756	-0.819737658719017	-2.02275203861114	-2.13613792781463
ENSMUSG00000034088	-0.863774273876263	-0.442373695435968	-2.78836111574741	-1.80722281944345
ENSMUSG00000026277	-0.226396158260986	-0.174190445773267	-1.826593765661	-0.845455469357042
ENSMUSG00000026283	-0.348045348805847	-0.773622466637892	-1.52909420448596	-1.61823918002313
ENSMUSG00000040710	-2.43498767578135	-3.34933381894977	-3.61603653146147	-3.07298513506842
ENSMUSG00000040648	-2.54582262165191	-1.48124783647682	-2.47721387076802	-2.1525128600606
ENSMUSG00000047496	-1.19939417268862	-2.11374031585703	-1.27451632598417	-1.83739163197568
ENSMUSG00000067017	1.12202186274716	0.849838340763757	-0.146127693527443	-0.891709954661142
ENSMUSG00000056536	-1.87151445326016	-2.78586059642858	-1.94663660655572	-3.14170828447745
ENSMUSG00000026319	-1.35443772045372	-1.78001483828576	-2.53548657613383	-1.99243517974078
ENSMUSG00000009907	-1.26112581833702	-1.03159458186466	-1.78573738842061	-1.89912327762409
ENSMUSG00000100025	1.5277158431469	0.194220948258593	0.583955521343427	-0.161626739790275
ENSMUSG00000026312	-2.02698674356024	-2.34811256576119	-1.95837799267636	-2.07176388187984
ENSMUSG00000070695	-2.15193057738382	-1.9842873742484	-2.08332182649993	-1.75862081579251
ENSMUSG00000064302	-1.54746454150481	-0.827964235551921	-2.28858638629138	-2.75558592319846
ENSMUSG00000107722	3.33602552314808	2.82201877342942	2.85957651448798	1.95449007766999
ENSMUSG00000098923	-0.197470616586696	-0.0298274134512688	-0.785299151299341	0.195839145004619
ENSMUSG00000026341	-0.911054285019208	0.360568845756806	-0.842445534135319	-0.955831423338804
ENSMUSG00000036155	-1.4698214809169	-1.24029024444453	-0.926332784252345	-2.74001531213418
ENSMUSG00000065687	5.09108975287503	4.66551263504298	5.01596759957947	4.45309229358796
ENSMUSG00000026349	-1.73236513837819	-1.50283390190582	-2.91341399405831	-3.00255896959547
ENSMUSG00000036104	-2.25296813893747	-1.7209014198048	-2.18435938805358	-2.92994164918728
ENSMUSG00000056211	-3.08314879018346	-2.85361755371109	-3.60776036026705	-2.94747632922503
ENSMUSG00000026353	-0.919750858423971	-0.0969993009841303	-0.851142107540081	-1.59672436867378
ENSMUSG00000026355	-0.921916835299715	0.691560400527873	-0.853308084415826	-1.59889034554952
ENSMUSG00000100078	1.42048222507369	1.65001346154607	0.239433369393577	0.150288393856414
ENSMUSG00000026427	-0.988957623441863	-1.41453474127391	-2.17000647912198	-2.25915145465914
ENSMUSG00000026425	-1.75727476612703	-2.18285188395908	-0.981922238672343	-1.95718532550319
ENSMUSG00000026434	-0.867582677798772	1.03542955692859	-0.942704831094328	-1.50558013708584
ENSMUSG00000026436	-0.367010445792406	-1.21173631534435	-1.96720805319242	-2.05635302872959
ENSMUSG00000042066	-0.615445868874527	-1.04102298670657	-1.79649472455464	-1.88563970009181
ENSMUSG00000026439	-0.674259840461485	-0.506616637326058	-0.156161672789569	-0.71903697878108
ENSMUSG00000053024	-0.905212552101364	-0.853006839613645	-2.50541015950138	-1.96235876310833
ENSMUSG00000026442	-1.92873047863166	-1.69919924215929	-3.10977933431177	-2.12864103800782
ENSMUSG00000054387	-1.25030251959731	-1.76430926931596	-3.17488936146845	-2.19375106516449
ENSMUSG00000026447	-1.31393457511402	-2.22828071828243	-2.49498343079413	-1.95193203440108
ENSMUSG00000046062	-0.590390460824235	-0.651544062659038	-1.77143931650435	-1.2283879201113
ENSMUSG00000041757	-1.75382471655726	-1.81497831839207	-1.82894686985282	-1.95373527593343
ENSMUSG00000094410	-1.45077060199555	-0.154346545606668	-1.97538217207913	-1.65068116137171
ENSMUSG00000026463	-1.72098448984783	-2.14656160767988	-2.24559605993141	-1.92089504922399
ENSMUSG00000026455	-2.21005954746817	-1.38730799002833	-2.14145079658428	-2.88703305771799
ENSMUSG00000042207	-1.14749449031491	-0.859281256243523	-3.33675416831252	-2.79370277191947
ENSMUSG00000073557	-2.60498514197499	-2.43734193883957	-2.5363763910911	-1.60402594727709
ENSMUSG00000026426	0.692483326933775	0.631329725098976	-0.488565528746339	-0.577710504283505
ENSMUSG00000079139	3.18955894319447	2.89008308755638	1.51853687787194	0.323465199950217
ENSMUSG00000062580	-0.667935204515192	-1.51266107406714	-2.2681328119152	-2.35727778745237
ENSMUSG00000041879	-0.72877968137789	-0.469525623289243	-2.3289772887779	-1.34783899247395
ENSMUSG00000009418	-2.3402449113468	-1.86889044713919	-2.41536706464236	-2.54015547072296
ENSMUSG00000041642	-1.71342614883534	-0.693169233975219	-1.44633717130441	-1.30568727510491
ENSMUSG00000041605	-0.421786594025065	-0.84736371185711	-1.60283544970518	-1.69198042524235
ENSMUSG00000041570	-0.888211029927447	-0.6289569718388	-1.3824819349429	-1.17168732068891
ENSMUSG00000041483	-1.00336517305661	-0.471298453923943	-0.934756422172722	-1.04814231137621
ENSMUSG00000088970	9.08235589256013	6.81181525799624	6.72773600949813	6.96001367096318
ENSMUSG00000103427	-0.491112664660886	-0.916689782492931	-1.01572423474447	-1.76130649587817
ENSMUSG00000065565	8.48964421355158	6.71275463819211	8.28465172757582	7.59220908016103
ENSMUSG00000019230	-1.35352625677747	-1.12399502030511	-1.42864841007303	-1.99152371606454
ENSMUSG00000056268	-1.64155177127753	-2.8106668753006	-2.90970132755213	-3.65528358868584
ENSMUSG00000102451	-0.15020466823611	-0.575781786068156	-0.674816238319689	-1.42039849945339
ENSMUSG00000033964	-1.770119855869	-1.60247665273357	-1.70151110498511	-1.81489699418859
ENSMUSG00000033952	-1.64131886824188	-0.781887092289072	-2.822367723922	-2.91151269945916
ENSMUSG00000101795	2.29219928218345	1.7781925324648	1.02404972590885	0.910663836705364
ENSMUSG00000026361	-2.24507896441716	-1.77372450020954	-3.42612782009727	-3.51527279563444
ENSMUSG00000018199	-0.941501939490959	-0.340393776350741	-2.54169954689097	-2.63084452242814
ENSMUSG00000006010	-0.142134116740852	-0.567711234572897	-1.32318297242097	-1.41232794795814
ENSMUSG00000006005	-0.266505514131257	0.0298464198558896	-1.57340008026168	-2.76847175818341
ENSMUSG00000066842	-2.51188997176898	-1.49163305690886	-3.69293882744909	-3.14988743105604
ENSMUSG00000023150	-1.14201056323018	0.868130421869946	-0.623912395558271	-1.18678770154978
ENSMUSG00000053286	-0.724919390714259	-2.05841428560257	-2.32511699811427	-1.78206560172122
ENSMUSG00000026484	0.856607176962417	0.868653269505039	-0.67621521543866	-0.789601104642145
ENSMUSG00000043019	-0.780292741029871	-1.20586985886192	-1.30490431111345	-2.05048657224716
ENSMUSG00000008475	0.113768914377903	0.28141211751333	-0.474059620334742	0.0689917760583079
ENSMUSG00000042772	-0.771220583853623	-0.299866119646001	-1.2958321539372	-1.40921804314069
ENSMUSG00000042751	-0.637829279364922	-1.06340639719697	-1.81887813504504	-1.9080231105822
ENSMUSG00000026478	-0.73559764094308	-1.21589999449778	-2.3357952483431	-1.35465695203914
ENSMUSG00000042699	0.225904527412187	0.448027253511381	-1.89460695469836	-2.64018921583206
ENSMUSG00000042671	-1.37554335346537	-1.80112047129741	-1.90015492354895	-2.01354081275244
ENSMUSG00000026475	0.667597931299529	0.242020813467484	-0.513450924380589	-0.602595899917755
ENSMUSG00000026473	-0.0256595702978046	-0.45123668812985	-1.20670842597792	-0.225570129673965
ENSMUSG00000064860	6.5482833940704	4.52680636421139	8.09428088586024	4.31438602275637
ENSMUSG00000004110	-3.35668446118666	-3.18904125805123	-2.21997544355463	-2.96337469959535
ENSMUSG00000026469	-1.84763628669883	-1.58838222861018	-2.34190719171428	-1.10418444180711
ENSMUSG00000033701	-0.796480232492261	-1.71082637566068	-1.97752908817238	-1.43447769177932
ENSMUSG00000033671	-0.920879575819981	-1.68129752444723	-2.67726355873844	-1.74491311492443
ENSMUSG00000077419	6.06539930347413	7.086781270099	4.11549398710621	5.64773574610954
ENSMUSG00000050565	-1.31096397468469	-1.08143273821232	-1.38608612798025	-1.94896143397176
ENSMUSG00000078193	2.46839223083073	2.63603543396615	1.88056369611808	2.42361509251113
ENSMUSG00000026600	-1.99118674443209	-1.45912002529942	-2.57901527914474	-2.03596388275168
ENSMUSG00000026596	-1.12032086256634	-1.96504673211829	-1.27238063675531	-2.80966344550352
ENSMUSG00000033557	-1.23908704968014	-1.66466416751219	-2.42013590536025	-2.50928088089742
ENSMUSG00000026594	-1.28250702328109	-2.12723289283304	-2.8827046306811	-2.97184960621827
ENSMUSG00000070565	-1.14328231986248	-2.31239742388555	-2.41143187613709	-3.15701413727079
ENSMUSG00000026587	-0.661483913583464	-1.46617550160929	-0.6296693723198	-1.26934943881605
ENSMUSG00000040782	-2.2371116568007	-1.76575719259307	-2.76172322688427	-3.50730548801798
ENSMUSG00000089536	4.13677073973952	5.20134552491461	5.50534358816168	4.86566352166543
ENSMUSG00000105399	5.8148799582935	4.90053381512509	5.73975780499795	4.54468612707622
ENSMUSG00000058267	0.189503189126437	-0.236073928705608	-0.99154566655368	-0.448494270160626
ENSMUSG00000014226	1.05562792650374	0.575325572949044	-0.54456968089627	-0.633714656433437
ENSMUSG00000026721	-2.64455166034379	-3.55889780351221	-2.71967381363935	-3.28254911963086
ENSMUSG00000077648	4.94041084037736	4.51483372254532	5.20749981790829	3.67021700916008
