E12	E20
ENSMUSG00000005501	-1.35135176136617	-2.90209015552469
ENSMUSG00000084021	0.761749638522765	0.363217660183921
ENSMUSG00000079429	-1.21129527820598	-2.41882496073621
ENSMUSG00000044783	-0.0441660665757908	-1.50630682463024
ENSMUSG00000049866	-0.2539180396398	-1.14872398631871
ENSMUSG00000036206	-0.479078743247598	-1.68660842577783
ENSMUSG00000055013	-2.4489670137212	-2.2052419530486
ENSMUSG00000034343	-1.72083586048875	-2.11940547429736
ENSMUSG00000026309	-0.807281969284634	-1.44907174249635
ENSMUSG00000067071	1.20216253855768	-0.187115267246021
ENSMUSG00000034292	-0.225507343101111	-0.867221853642526
ENSMUSG00000026313	-2.10242651207107	-2.43008895802167
ENSMUSG00000034220	-0.943592208157117	-1.34212418649596
ENSMUSG00000065470	5.34492703910686	5.23275480534907
ENSMUSG00000014602	-1.0243108608616	0.0462879689506401
ENSMUSG00000047793	-2.11573261983587	-1.69634265797651
ENSMUSG00000026274	-1.12291621138181	-2.51223163976443
ENSMUSG00000026275	-1.05083650501201	-2.08018661126076
ENSMUSG00000034088	-0.595677897439259	-2.19305922523273
ENSMUSG00000026277	-0.184711023089367	-1.23099071488324
ENSMUSG00000026283	-0.574808143586278	-1.57425573128864
ENSMUSG00000040710	-2.904940594968	-3.3035102087766
ENSMUSG00000040648	-1.81196097841824	-2.29716059752159
ENSMUSG00000047496	-1.66934709187526	-1.54266652175794
ENSMUSG00000067017	0.97883369160785	-0.488199274334644
ENSMUSG00000056536	-2.34146737244681	-2.4536320102129
ENSMUSG00000026319	-1.58120051523415	-2.22296025344896
ENSMUSG00000009907	-1.10164012998834	-1.84322811993302
ENSMUSG00000100025	0.881841928471811	0.240052155260098
ENSMUSG00000026312	-2.19642873352146	-2.01589157553721
ENSMUSG00000070695	-2.02870081107275	-1.90199020060099
ENSMUSG00000064302	-1.08496536160892	-2.51279379906397
ENSMUSG00000107722	3.06692644791997	2.45732769849395
ENSMUSG00000098923	-0.074240850275622	-0.186383044515416
ENSMUSG00000026341	-0.0192457451862786	-0.899895389654741
ENSMUSG00000036155	-1.31788883460297	-1.60201197981857
ENSMUSG00000065687	4.86432449033854	4.74781509779783
ENSMUSG00000026349	-1.56929771505727	-2.95857552086098
ENSMUSG00000036104	-1.88654824359549	-2.5282627541369
ENSMUSG00000056211	-2.93125963517041	-3.22446613329438
ENSMUSG00000026353	-0.345286490832169	-1.19504547362341
ENSMUSG00000026355	0.233761086827492	-1.1954555983328
ENSMUSG00000100078	1.58354964839461	0.194271842590904
ENSMUSG00000026427	-1.21572041822229	-2.21516800592465
ENSMUSG00000026425	-1.98221937501417	-1.40900539512527
ENSMUSG00000026434	0.505855920483562	-1.20882135369176
ENSMUSG00000026436	-0.804839897464863	-2.01236957999509
ENSMUSG00000042066	-0.842208663654954	-1.84165625135732
ENSMUSG00000026439	-0.551030074150411	-0.424311868563333
ENSMUSG00000053024	-0.862193984666696	-2.19430125678975
ENSMUSG00000026442	-1.76901320224288	-2.51175571377406
ENSMUSG00000054387	-1.5194522709216	-2.57926076866698
ENSMUSG00000026447	-1.78388749430066	-2.18245710810926
ENSMUSG00000046062	-0.609108787978204	-1.45891299381948
ENSMUSG00000041757	-1.77713634945056	-1.89210403359365
ENSMUSG00000094410	-0.555840290767787	-1.79567929273287
ENSMUSG00000026463	-1.94774975238432	-2.06426242961084
ENSMUSG00000026455	-1.63559517987637	-2.48535416266761
ENSMUSG00000042207	-0.965897083401178	-3.0261845693341
ENSMUSG00000073557	-2.48590039860899	-1.97333132628042
ENSMUSG00000026426	0.673764999779809	-0.533727055549011
ENSMUSG00000079139	3.03142804914833	1.01565721493624
ENSMUSG00000062580	-1.10576465618765	-2.31329433871788
ENSMUSG00000041879	-0.56002869130522	-1.73319661924981
ENSMUSG00000009418	-2.03191524365243	-2.47852012599167
ENSMUSG00000041642	-1.02631735814724	-1.37062619228825
ENSMUSG00000041605	-0.648549388805492	-1.64799697650785
ENSMUSG00000041570	-0.720887887706937	-1.2678012833739
ENSMUSG00000041483	-0.636945277714634	-0.992270005033578
ENSMUSG00000088970	8.22447397589015	6.85363356609378
ENSMUSG00000103427	-0.717875459441316	-1.3596276008278
ENSMUSG00000065565	7.7545946957865	7.96814376269901
ENSMUSG00000019230	-1.20052154144719	-1.69527618318615
ENSMUSG00000056268	-2.22197337264262	-3.25360689982988
ENSMUSG00000102451	-0.376967463016538	-1.01871960440302
ENSMUSG00000033964	-1.64689008955793	-1.75902468784597
ENSMUSG00000033952	-1.0604740017056	-2.86752925072467
ENSMUSG00000101795	2.02304381338121	0.966614565529394
ENSMUSG00000026361	-1.92059307760446	-3.47128934689995
ENSMUSG00000018199	-0.550062822559592	-2.58686107369365
ENSMUSG00000006010	-0.368896911521283	-1.36834449922364
ENSMUSG00000006005	-0.0818089983995982	-2.07629051393076
ENSMUSG00000066842	-1.82038459317823	-3.38208542857969
ENSMUSG00000023150	0.333823768245484	-0.890193232343968
ENSMUSG00000053286	-1.37079330538935	-2.0125906754294
ENSMUSG00000026484	0.871995498723098	-0.733642088752791
ENSMUSG00000043019	-1.0070555358103	-1.64880767719678
ENSMUSG00000008475	0.236998680688973	-0.161533297649871
ENSMUSG00000042772	-0.461383159383864	-1.3532796001383
ENSMUSG00000042751	-0.864592074145349	-1.86403966184771
ENSMUSG00000026478	-0.990289888851692	-1.7380910400315
ENSMUSG00000042699	0.362962662279681	-2.23628502287645
ENSMUSG00000042671	-1.6023061482458	-1.9576685064098
ENSMUSG00000026475	0.440835136519098	-0.558612451183262
ENSMUSG00000026473	-0.252422365078235	-0.607792319193997
ENSMUSG00000064860	5.7277665334047	7.15099006240434
ENSMUSG00000004110	-3.24054508430069	-2.56011794688506
ENSMUSG00000026469	-1.68144580544345	-1.56964089760043
ENSMUSG00000033701	-1.2664331516789	-1.6650027654875
ENSMUSG00000033671	-1.30521165496749	-2.11644675400944
ENSMUSG00000077419	6.73465788574443	5.10549553755379
ENSMUSG00000050565	-1.1579592593544	-1.65271390109337
ENSMUSG00000078193	2.5916219971418	2.19309001880295
ENSMUSG00000026600	-1.62476684909011	-2.26648895645986
ENSMUSG00000026596	-1.55234672655858	-1.88000917250917
ENSMUSG00000033557	-1.46584984446057	-2.46529743216293
ENSMUSG00000026594	-1.72033647495355	-2.92786615748378
ENSMUSG00000070565	-1.72370392122757	-2.75533744841483
ENSMUSG00000026587	-1.06819473478026	-0.927238981492469
ENSMUSG00000040782	-1.91524324685633	-3.10539582101143
ENSMUSG00000089536	4.86504592395715	5.20770034939693
ENSMUSG00000105399	5.34492703910686	5.23276240134076
ENSMUSG00000058267	-0.0372596056539898	-0.679019343868806
ENSMUSG00000014226	0.799584220683681	-0.589731207698943
ENSMUSG00000026721	-3.11450457953044	-2.98782400941311
ENSMUSG00000077648	4.71364557784087	4.59713946999345
ENSMUSG00000040423	-1.15070033661157	-2.84659027700176
ENSMUSG00000043467	-1.86585667648008	-2.92566517422545
ENSMUSG00000053332	8.25134848773229	6.23643252499141
ENSMUSG00000040297	-1.1017421882774	-2.49105761666002
ENSMUSG00000040265	-2.94515603664938	-3.0616687138759
ENSMUSG00000078190	-0.0347875751719187	-2.31967755201732
ENSMUSG00000026696	-0.523887862000059	-1.52333544970242
ENSMUSG00000040225	-0.755424190478262	-2.98116389400758
ENSMUSG00000026586	-1.41150470746995	-2.80078251327366
ENSMUSG00000026585	0.224697397669974	-0.455586384278046
ENSMUSG00000026575	-1.13133515756072	-1.52986713589957
ENSMUSG00000026576	0.261055474235391	0.128944781074257
ENSMUSG00000040836	-0.742895636245787	-1.77452916343305
ENSMUSG00000026565	-2.17808841673861	-2.74148276052466
ENSMUSG00000040612	-1.16979053937573	-1.73320444138402
ENSMUSG00000040596	-1.38611984691957	-2.23596167996225
ENSMUSG00000060568	-0.994338481597509	-1.63609821981232
ENSMUSG00000026558	-0.232807076788049	-1.42453368229381
ENSMUSG00000088246	6.38935607591773	6.96089134417572
ENSMUSG00000052534	-0.685131285297818	-2.24271045722033
ENSMUSG00000038530	-0.207837905794012	-0.606369884132857
ENSMUSG00000026674	-1.15504041443744	-2.54435584282007
ENSMUSG00000026667	-1.5946007691691	-1.99313274750794
ENSMUSG00000026663	-1.33167785135531	-2.53920753388553
ENSMUSG00000065905	4.69098799858962	4.83868005014826
ENSMUSG00000059498	4.23254502128127	2.52588760261284
ENSMUSG00000013593	0.456924101390271	0.101599374071331
ENSMUSG00000062729	-0.751189113902907	-1.14975113088317
ENSMUSG00000053483	-0.82621184128034	-1.22478145508894
ENSMUSG00000062963	0.617058599639776	-0.0246635077299757
ENSMUSG00000013973	-0.884419839127169	-1.88386742682953
ENSMUSG00000006412	0.469712919862062	0.357540686104265
ENSMUSG00000026641	-0.0649781351545862	-0.463540152134851
ENSMUSG00000091993	0.530278508251506	-0.801828763871544
ENSMUSG00000026556	-0.0895627867765612	-1.77852981617497
ENSMUSG00000003458	0.0656513174188156	-0.965982209768445
ENSMUSG00000026553	-0.258915958332878	-1.30385619159003
ENSMUSG00000003464	-0.264918427025133	-0.906715797065182
ENSMUSG00000026554	-1.64337329279361	-2.67502309303885
ENSMUSG00000013698	0.391819202225644	-0.637530904023105
ENSMUSG00000038034	-0.326625594475953	-1.71594102285858
ENSMUSG00000037995	-0.850315258794325	-1.7001194646356
ENSMUSG00000037872	0.640257351614981	1.26450143139808
ENSMUSG00000005338	-0.977255286266178	-1.30815673105772
ENSMUSG00000028354	-1.5692315569657	-1.96779357394596
ENSMUSG00000039748	-1.19939140967111	-2.40688346499993
ENSMUSG00000057335	-1.25753918408859	-1.38416456630272
ENSMUSG00000019699	-0.00292820951562334	-0.605129051046337
ENSMUSG00000063659	-0.743034806190199	-1.59280138580977
ENSMUSG00000104126	3.3606010257798	1.97128559739718
ENSMUSG00000086350	0.0673554281081934	-0.331176550230651
ENSMUSG00000039630	0.974651976424926	-0.657660874989237
ENSMUSG00000026494	-2.45381475264604	-2.56599458235559
ENSMUSG00000038936	-1.49526861099168	-1.89380058933052
ENSMUSG00000026491	-1.32071991360683	-2.89128996031881
ENSMUSG00000026490	-2.39917673078324	-2.05932180968649
ENSMUSG00000038855	-1.96372542368167	-2.36224980519219
ENSMUSG00000026496	0.217655552141345	-1.73680624346571
ENSMUSG00000058729	-1.19005954807864	-1.83181168946512
ENSMUSG00000026499	-1.09455827515218	-2.09400586285454
ENSMUSG00000026516	-1.53557045960454	-3.08632512577292
ENSMUSG00000038733	-0.558751700170042	-2.02937259716801
ENSMUSG00000022995	-1.82853789024969	-2.19281245626579
ENSMUSG00000047539	-0.744156778986142	-1.38591651720095
ENSMUSG00000026510	0.220857069781122	-1.47611400818611
ENSMUSG00000026509	-0.790811071029072	-1.64064530724342
ENSMUSG00000038576	-0.817025661325832	-0.636488503341585
ENSMUSG00000030768	-0.718427898674904	-1.71787548637726
ENSMUSG00000046836	-0.901273729617255	-1.29983574659752
ENSMUSG00000056050	-1.18050581922502	-1.82222032976643
ENSMUSG00000026620	-0.456239324020149	-1.09803669406019
ENSMUSG00000039318	-1.76625115106011	-1.88275083872758
ENSMUSG00000077571	4.34492703910686	4.23274720939731
ENSMUSG00000026618	-1.27656268321664	-2.48409236574687
ENSMUSG00000026615	-2.30334335759157	-3.15310234038281
ENSMUSG00000001305	-0.0288214699236597	-1.02826905762602
ENSMUSG00000026610	-0.967401559315601	-1.60916129753042
ENSMUSG00000026608	-1.59957864978789	-1.71172084402768
ENSMUSG00000026605	-1.0423395398493	-2.92103503622366
ENSMUSG00000026604	-2.07883304839227	-3.07828063609463
ENSMUSG00000010175	-1.93784332860391	-1.51845336674455
ENSMUSG00000093064	4.68990203650507	4.47837159332747
ENSMUSG00000089872	-1.86057064701169	-1.97271284125148
ENSMUSG00000026634	-1.05128850828311	-1.16346833799266
ENSMUSG00000037499	2.48714137048921	1.09778831854836
ENSMUSG00000103433	2.20444581555703	1.80587620174843
ENSMUSG00000037461	-0.377801407291813	-1.32293190187583
ENSMUSG00000026623	-1.05313428558991	-1.61653191422567
ENSMUSG00000026622	-0.508318487901473	-1.50776607560383
ENSMUSG00000103653	2.08778732801301	1.6892629465025
ENSMUSG00000094131	6.55498264196569	4.41519847731612
ENSMUSG00000016262	-0.278131447598099	-0.919891185812915
ENSMUSG00000026640	-1.07581953924491	-2.34336401665318
ENSMUSG00000016494	-1.44241957621874	-1.84095155455759
ENSMUSG00000096929	-2.09475594669567	-1.91421878871142
ENSMUSG00000016481	-1.947920226719	-2.34644460822951
ENSMUSG00000050530	-0.0946521765741082	-1.48392998237781
ENSMUSG00000026643	-1.04608885622793	-1.68784859444275
ENSMUSG00000026657	-1.94319361367486	-3.52930632112647
ENSMUSG00000039449	-0.742022493665054	-1.38373700420647
ENSMUSG00000026662	-0.692006060973586	-1.89953574350382
ENSMUSG00000025817	-0.478866286189856	-2.02960468034837
ENSMUSG00000043241	-0.395989256887059	-1.42762278407432
ENSMUSG00000045319	-1.83396403742191	-2.23248841893242
ENSMUSG00000039046	-1.13582936739061	-2.34332142271943
ENSMUSG00000002107	-1.61153111697396	-2.60635812804607
ENSMUSG00000065824	4.1075019066763	3.18491146873926
ENSMUSG00000025781	1.40867982868265	0.382789832155471
ENSMUSG00000025780	-1.55831577948651	-1.95687779646678
ENSMUSG00000026773	-1.49507781617015	-1.89360219768066
ENSMUSG00000037197	0.608809827223169	-0.241069634000691
ENSMUSG00000058594	-0.931197366167378	-1.32976697997598
ENSMUSG00000047909	-0.510501409988411	-1.89977921579212
ENSMUSG00000026728	1.5139735248763	-1.22298963829445
ENSMUSG00000026718	-1.40129346281993	-2.04301557018968
ENSMUSG00000026712	-1.24802059911065	-1.36016279335044
ENSMUSG00000057914	-2.59469556346784	-2.41415840548359
ENSMUSG00000026707	-0.900121417223016	-1.29868343420329
ENSMUSG00000017418	-1.0046850774265	-2.71511117236639
ENSMUSG00000026743	-0.504339401122227	-1.24964367554565
ENSMUSG00000026740	-2.11884500713332	-2.51740702411359
ENSMUSG00000051154	0.654441510956346	-0.553050544372475
ENSMUSG00000081128	1.63815784601267	1.28279548784866
ENSMUSG00000036591	-0.645287453642542	-1.11856360317181
ENSMUSG00000075514	1.65122889884482	1.77789427877144
ENSMUSG00000083863	2.23353047621687	2.32713304167356
ENSMUSG00000083563	2.69234742098525	3.04194263801024
ENSMUSG00000082884	3.18597761569045	3.93865690757388
ENSMUSG00000026787	-1.13129752209096	-1.52986713589957
ENSMUSG00000026784	-0.663284527808596	-1.06180890931911
ENSMUSG00000058835	-0.13672417300193	-1.34421622833075
ENSMUSG00000026781	-1.6213315450174	-1.53393563022965
ENSMUSG00000026779	-0.863593496468599	-1.86304108417096
ENSMUSG00000026775	-1.12685995151077	-1.69026086498878
ENSMUSG00000026771	-1.48695926638184	-2.33680109942453
ENSMUSG00000088368	4.38938226586707	3.53954802965272
ENSMUSG00000004113	-1.89709953532217	-1.21940428723264
ENSMUSG00000036893	-0.411339486760156	-1.99745219421176
ENSMUSG00000036850	1.30219590037316	1.48273305835741
ENSMUSG00000013465	-0.112322554628019	-1.11177014233038
ENSMUSG00000036752	0.812649753928103	-0.037154451913171
ENSMUSG00000026965	0.0902581852093469	-0.473139443426419
ENSMUSG00000026959	-2.14715726523858	-1.52290559121634
ENSMUSG00000015094	-0.298964951015265	-1.29841253871762
ENSMUSG00000026933	-0.872982927521861	-1.75069070414891
ENSMUSG00000036352	0.0273397492603173	-0.371192229078527
ENSMUSG00000036327	-0.791831098400252	-1.19039311538052
ENSMUSG00000026930	-0.0607240925632162	-0.876559649684452
ENSMUSG00000026925	-0.0480822263413252	-1.07970276566018
ENSMUSG00000026924	-0.74396047350842	-2.17317715866871
ENSMUSG00000026923	-1.13880883047169	-2.80433070884367
ENSMUSG00000026921	0.248400194383482	0.0899314649184184
ENSMUSG00000097052	5.88506688110051	3.8738447529853
ENSMUSG00000077192	8.05642761922969	7.21639963690979
ENSMUSG00000015776	0.202977126047553	-0.828627140580128
ENSMUSG00000062647	6.43253731116134	5.48898192470778
ENSMUSG00000065258	11.9354247147778	12.4914224448496
ENSMUSG00000014867	0.516065880020221	-0.689905841310761
ENSMUSG00000009621	-1.12300225316633	-2.12244984086869
ENSMUSG00000076364	4.98869272492203	4.34689535488199
ENSMUSG00000026918	-0.0367315805222184	-1.12320235521934
ENSMUSG00000080538	5.86828720078015	4.74721927838441
ENSMUSG00000015846	-0.989311664522678	-1.98875925222503
ENSMUSG00000026837	-0.879424442975189	-2.43016283713371
ENSMUSG00000026833	-0.396193316841146	0.541936389529106
ENSMUSG00000035829	-1.06681416196864	-1.46534614030749
ENSMUSG00000035772	-0.12197497250671	-0.234109570794747
ENSMUSG00000026816	-0.765534586056546	-1.16405896756706
ENSMUSG00000026812	-1.89801698070476	-2.25337933886877
ENSMUSG00000035666	-0.397908667341209	-1.54255524035175
ENSMUSG00000043535	-2.08489177872863	-2.19706401248643
ENSMUSG00000059316	-0.717933552595827	-0.830060554892164
ENSMUSG00000026790	-1.43542321447763	-2.64291526980645
ENSMUSG00000057738	-0.530117625623532	-0.551219215223373
ENSMUSG00000054766	0.800727442897312	-0.717198306018783
ENSMUSG00000039686	-1.62369740565586	-2.62314499335822
