E12	E20
ENSMUSG00000062127	-1.35790965037695	-1.71331723631794
ENSMUSG00000040896	-1.8375425585171	-1.71086198839977
ENSMUSG00000027905	-0.175556087722523	-1.38304814305134
ENSMUSG00000048458	-0.590585407476169	-1.59003299517853
ENSMUSG00000027900	-0.0351936009220672	-0.884990209935008
ENSMUSG00000048109	-0.536345256697413	-1.86845252882046
ENSMUSG00000014601	0.0343659298547649	-1.13239740888998
ENSMUSG00000027893	-0.387671377207869	-1.43056254244808
ENSMUSG00000004032	1.5209212567524	0.313391574222173
ENSMUSG00000027889	-0.718390266849671	-1.07379785279067
ENSMUSG00000000001	0.347450287328851	-0.395292224202329
ENSMUSG00000068747	-0.862156410234213	-1.60995756141402
ENSMUSG00000068740	-0.453944236474907	-1.98041228521443
ENSMUSG00000068739	-0.144353930369004	-1.69505019966449
ENSMUSG00000040412	-0.781458441756978	-1.98898812428721
ENSMUSG00000088185	4.73199210865763	4.07770927691231
ENSMUSG00000068732	0.106990473776456	-0.892457113925904
ENSMUSG00000040389	-0.613932434245758	-0.969294792409766
ENSMUSG00000027884	-0.52199041099324	-1.5214379986956
ENSMUSG00000027883	-0.0919904915898933	-0.941832324632578
ENSMUSG00000027882	-0.75011274370339	-1.74956033140575
ENSMUSG00000027881	-0.921996287843172	-2.1295259703734
ENSMUSG00000040339	-0.477587393071566	-0.956968906684317
ENSMUSG00000040322	0.277965712994138	-1.11134971538849
ENSMUSG00000027981	-0.853546826377034	-1.70338865941972
ENSMUSG00000027966	-1.79693717382591	-3.00446685635614
ENSMUSG00000054414	-1.80783883632904	-2.44959857454385
ENSMUSG00000027962	-1.27416263869044	-2.48165469401926
ENSMUSG00000033400	-2.38622388080448	-2.78475585914333
ENSMUSG00000033342	-1.15989180070977	-0.979354642725522
ENSMUSG00000097311	-0.984631496904878	-1.38319351388515
ENSMUSG00000106037	3.40592752286126	2.55612331701999
ENSMUSG00000028134	-0.171452032182749	-1.64552136271221
ENSMUSG00000106099	0.179229973378341	-0.384183928629952
ENSMUSG00000039887	0.100417448829738	-0.298114529509107
ENSMUSG00000053931	0.431614016424444	-0.0564452765779784
ENSMUSG00000028124	-1.22975248835244	-1.62832210216104
ENSMUSG00000057359	7.41410227335738	3.9172827071479
ENSMUSG00000039756	-0.302896053316982	-0.701420434827494
ENSMUSG00000039735	-0.842929011635672	-1.53530619825833
ENSMUSG00000050315	-2.04355597622613	-2.39891833439014
ENSMUSG00000028114	-1.01646257231009	-1.5798634857881
ENSMUSG00000104960	3.15862735012772	3.12546488108385
ENSMUSG00000027977	-1.63749197050692	-2.2792441118934
ENSMUSG00000044528	-0.828571752710939	-0.648034594726688
ENSMUSG00000096544	3.0186337516581	2.9064615179003
ENSMUSG00000053819	-2.83765757102557	-2.56356883603045
ENSMUSG00000032826	-1.96890321864603	-1.3911321461978
ENSMUSG00000105445	-1.0662629291133	-1.4648325429219
ENSMUSG00000027968	0.6323213921582	-0.575170663170621
ENSMUSG00000074238	-1.46469786067881	-1.82005262285112
ENSMUSG00000041220	-0.343241852956044	-1.13625375976867
ENSMUSG00000001052	-0.923036488775537	-1.2784064428913
ENSMUSG00000058897	-2.28000684593059	-2.67857645973919
ENSMUSG00000041084	0.206770858555316	-0.792676729147043
ENSMUSG00000062006	0.0213604488237458	-0.377209164984858
ENSMUSG00000027984	-0.891777148681463	-1.0039117469695
ENSMUSG00000028032	0.0564617778196812	-0.298862949499259
ENSMUSG00000028018	-0.558455082454003	-1.76594713778282
ENSMUSG00000028013	-1.59629214784475	-1.50095440187877
ENSMUSG00000040943	-2.01844177171168	-2.76624292289149
ENSMUSG00000044365	-2.07754175715289	-2.7193014953677
ENSMUSG00000045328	-0.889670064648772	-2.44040845880729
ENSMUSG00000028165	-0.72151177300368	-1.91323837850944
ENSMUSG00000078578	-1.76433223903219	-3.29954155722943
ENSMUSG00000028163	-1.92555062541103	-2.28091298357503
ENSMUSG00000028161	-1.45137936630068	-1.76947185680997
ENSMUSG00000065906	4.89104429647038	4.2492921550839
ENSMUSG00000037894	1.99742946784079	-0.16135217118094
ENSMUSG00000028138	-0.560323685784198	-1.41012789162547
ENSMUSG00000005813	-1.14062792384816	-2.14007551155052
ENSMUSG00000028156	-0.530289973962478	-1.91960540234511
ENSMUSG00000028149	-1.49469615081319	-1.89322812915204
ENSMUSG00000059921	-2.38337053005787	-3.59086258538669
ENSMUSG00000052430	-0.909069377119643	-1.908516964822
ENSMUSG00000028273	-1.72657295891952	-2.12509734043003
ENSMUSG00000028271	-0.531415176715512	-1.17321254675556
ENSMUSG00000004591	-1.34593086124068	-2.37528096748943
ENSMUSG00000040151	-1.613707248845	-1.48698144810268
ENSMUSG00000037072	-0.666009077950324	-1.22940670658609
ENSMUSG00000037062	-1.04398903133771	-1.14532122304067
ENSMUSG00000028194	-0.119093311563187	-0.682490940198953
ENSMUSG00000036825	-0.646890089557928	-1.04541447106844
ENSMUSG00000068523	0.199447517749459	-0.442312220465357
ENSMUSG00000028187	-0.174510782732302	-1.38200283806112
ENSMUSG00000005034	-1.47284219767796	-1.37923963222127
ENSMUSG00000028184	-1.20554636660209	-2.07568700444522
ENSMUSG00000065270	4.89100666562532	4.2492921550839
ENSMUSG00000065138	5.09912639129825	4.2492921550839
ENSMUSG00000028034	-0.63368363922585	-2.02128616944091
ENSMUSG00000054942	-2.11317537923629	-2.5116997607468
ENSMUSG00000025437	-1.39946694618965	-1.96290040659614
ENSMUSG00000039068	-1.15380911023425	-2.85615708835251
ENSMUSG00000052544	-1.50227351664255	-2.1439956240123
ENSMUSG00000038975	3.80865140308971	1.42450557726855
ENSMUSG00000065738	13.1585253839827	11.5401903627823
ENSMUSG00000053870	-0.984496944780439	-1.9839445324828
ENSMUSG00000040037	-1.54049585111893	-0.908961732225201
ENSMUSG00000105290	0.680237345914971	0.281667732106367
ENSMUSG00000039988	-1.65016282415042	-2.21358001100096
ENSMUSG00000055436	-0.855834363425171	-2.05266999022268
ENSMUSG00000063052	-0.58756715586884	-0.704079833095356
ENSMUSG00000028176	-1.87159837519759	-1.98377820490714
ENSMUSG00000028173	-1.71269214795367	-2.11122412629252
ENSMUSG00000028232	-0.124916357340176	-0.766638464709928
ENSMUSG00000028233	-0.535026761992519	-1.38482337100546
ENSMUSG00000028234	1.2571448044252	-0.480129206826643
ENSMUSG00000042198	0.035110177530786	-0.996510361788065
ENSMUSG00000066324	-0.342079960321168	-1.39850920817299
ENSMUSG00000028249	-0.730842559575628	-1.76245981388832
ENSMUSG00000028245	-1.19007375854754	-2.03991559159023
ENSMUSG00000047187	1.24790979082693	0.218559684578182
ENSMUSG00000041235	-1.06921269776984	-3.11785260480891
ENSMUSG00000028207	-2.5856687505385	-2.984193132049
ENSMUSG00000066315	2.07643820318096	1.67787618620069
ENSMUSG00000028212	-0.138565457391273	-1.13801304509363
ENSMUSG00000040720	-0.341680293345355	-1.80871325928785
ENSMUSG00000028218	-0.56070603982754	-0.916068397991545
ENSMUSG00000060989	1.71252380329989	0.862757223680319
ENSMUSG00000006586	-0.946092667967605	-1.44084730970657
ENSMUSG00000040550	-0.0932809886226309	-0.448643346786636
ENSMUSG00000040536	-1.25791312272608	-1.07737596474183
ENSMUSG00000096423	4.64781653659441	4.77452714706617
ENSMUSG00000028228	-1.41056753019827	-1.52274735990783
ENSMUSG00000041058	-0.633337563034203	-2.02269061497505
ENSMUSG00000040455	-1.21480633847362	-1.61333831681247
ENSMUSG00000028248	-0.608945191660727	-2.32186977675677
ENSMUSG00000028246	-1.39712104517261	-1.75248340333662
ENSMUSG00000095139	-1.05857458195847	-1.17070918024651
ENSMUSG00000055373	-2.12237621929194	-2.47774617340771
ENSMUSG00000028289	-1.22994953590169	-1.20806965682079
ENSMUSG00000028284	-1.2597386121006	-0.928171625902692
ENSMUSG00000028282	-0.714434236620971	-1.74606776380823
ENSMUSG00000058006	-1.95487109551187	-2.51874507042433
ENSMUSG00000040183	-0.57865204075225	-1.42841862037183
ENSMUSG00000028278	-0.496229725705767	-1.70372178103459
ENSMUSG00000040128	1.14806673618003	0.866175390686546
ENSMUSG00000044288	-1.02124823782849	-1.13774464081762
ENSMUSG00000095588	2.98876908286023	2.13901010006899
ENSMUSG00000040044	-0.731159265804148	-1.93868894833438
ENSMUSG00000028292	0.404364755016569	-0.803127300312251
ENSMUSG00000028293	0.226262883414762	-0.172269094924083
ENSMUSG00000028295	1.07217844865908	0.0727308609567245
ENSMUSG00000039967	-0.428179746284997	-1.38695057606795
ENSMUSG00000045083	-1.62909054782546	-2.0276225261643
ENSMUSG00000028405	-0.293908195944638	-1.14367477556421
ENSMUSG00000036822	-0.523568177764648	-0.922137791573249
ENSMUSG00000028410	-1.05260347269783	-2.08422072701052
ENSMUSG00000028409	0.576934251953535	-0.973804142204987
ENSMUSG00000028419	1.45346803510124	0.421847495782387
ENSMUSG00000028423	-0.880266991057823	-2.43100538521634
ENSMUSG00000028430	-0.51530826062902	-1.3651500936717
ENSMUSG00000036241	0.414810201107517	-0.751953137637233
ENSMUSG00000028433	-0.388863937732427	-1.23866054674537
ENSMUSG00000089265	8.27294961410028	6.89525922268338
ENSMUSG00000089308	12.7651581953543	10.7276644497968
ENSMUSG00000093562	6.75162220004288	5.22886943685345
ENSMUSG00000028436	0.0915619956591947	-1.11596768687104
ENSMUSG00000028437	-0.174441045339211	-1.17388863304157
ENSMUSG00000028438	-1.33579551155927	-2.33524309926163
ENSMUSG00000028439	-0.230128542443328	-0.346641219669845
ENSMUSG00000028445	1.32303492903042	0.967664974914658
ENSMUSG00000028444	0.190604578329289	-0.808843009373074
ENSMUSG00000036078	0.0178390705815517	-0.623950702630161
ENSMUSG00000028452	0.0848871713645458	-1.61100276902565
ENSMUSG00000036002	0.0108400439338361	-1.37851300800701
ENSMUSG00000028456	-2.29039055038976	-3.48211715589552
ENSMUSG00000028458	-1.01778128814404	-0.837244130159789
ENSMUSG00000115420	11.4804150245721	10.7498659724886
ENSMUSG00000028465	-1.41819511588293	-2.26795409867417
ENSMUSG00000028467	-0.497131359126044	-0.852463682396742
ENSMUSG00000028469	-0.555768469092616	-1.55521605679498
ENSMUSG00000078716	-0.611428026732202	-1.81892008206102
ENSMUSG00000028476	-0.833171893781152	-1.23174150758975
ENSMUSG00000028479	-1.00184601826645	-1.64360575648126
ENSMUSG00000035696	-0.437871598896244	-2.03266325981719
ENSMUSG00000035649	-1.84129977466455	-1.95346441243065
ENSMUSG00000035572	-1.2021196429941	-1.84390941620581
ENSMUSG00000045973	-0.244034514130835	-1.79477290828935
ENSMUSG00000035551	0.517578086524509	-1.03316030763401
ENSMUSG00000028333	1.5834941904532	-0.111770142330379
ENSMUSG00000007613	-0.489948650110374	-2.0406870442689
ENSMUSG00000039740	0.0701230624573306	-0.0368510984203283
ENSMUSG00000028343	-0.106425398804614	-0.748177540191094
ENSMUSG00000028347	0.524847068151328	-0.0385635490072538
ENSMUSG00000028309	-0.818979153717681	-1.31662888934968
ENSMUSG00000039579	-2.48682363736615	-1.86256436906486
ENSMUSG00000064923	5.20779878619173	4.97671398181588
ENSMUSG00000028312	-0.786922267833852	-1.78636985553621
ENSMUSG00000083937	1.75449410446188	-0.0525611445571883
ENSMUSG00000015247	0.66903926470799	0.270507286369146
ENSMUSG00000015243	-1.49863596665577	-2.34839494944701
ENSMUSG00000028412	-1.129210064172	-1.77099983738371
ENSMUSG00000054752	-1.22720001181255	-2.25880099343407
ENSMUSG00000028420	3.51723647164441	4.23684148625025
ENSMUSG00000089552	4.58203628559613	6.13945339236604
ENSMUSG00000060206	-0.0780395122378117	-2.7525291184322
ENSMUSG00000028426	-0.466083209657878	-1.20882572118906
ENSMUSG00000028431	-0.393530118175114	-1.13210189701116
ENSMUSG00000038816	-1.51403348291316	-1.62617567715295
ENSMUSG00000055296	-1.72648039567245	-1.37912984472179
ENSMUSG00000045589	-1.34560010923995	-1.74416972304855
ENSMUSG00000028367	1.80300879653581	0.595516741206989
ENSMUSG00000050812	-1.32851540446653	-1.76168259637477
ENSMUSG00000028381	-0.507065618070147	-1.71455767339897
ENSMUSG00000028382	-1.47953903177944	-1.87806341328995
ENSMUSG00000038544	-1.16026051530603	-1.55878489681654
ENSMUSG00000028385	-1.29585965555868	-1.65118438287763
ENSMUSG00000066150	-0.430921429262046	-0.78623856058929
ENSMUSG00000059810	-1.55828389092894	-2.76581357345917
ENSMUSG00000070102	6.60015474507754	4.27551169055108
ENSMUSG00000028364	-1.82745841886207	-0.864203406463819
ENSMUSG00000051675	0.189240228166074	-0.141661216625465
ENSMUSG00000083087	2.09404142935952	0.886549374030704
ENSMUSG00000081231	0.871651770331503	0.473082156522899
ENSMUSG00000028351	-1.20433158070001	-0.87276130998017
ENSMUSG00000046341	3.0198080940863	2.70171560357702
ENSMUSG00000084342	1.7229126491089	0.873108443267622
ENSMUSG00000039270	-0.83686385437867	-1.7287602951331
ENSMUSG00000008305	-1.06624844100448	-2.09786569531717
ENSMUSG00000028399	-2.28229591879046	-2.27018738086617
ENSMUSG00000083496	2.08372700623801	1.44192963619796
ENSMUSG00000082179	1.58729723123398	2.28440983309095
ENSMUSG00000083076	4.08984502184935	5.16285342711695
ENSMUSG00000028402	-1.58000940527646	-2.96928721108016
ENSMUSG00000008575	-1.84615902565654	-2.87777627996923
ENSMUSG00000084595	4.67507564079919	4.5629034070414
ENSMUSG00000028403	-1.64073911885248	-2.67235965817133
ENSMUSG00000059049	-1.74852883038466	-3.13780663618837
ENSMUSG00000028483	-1.33348637270423	-1.73205598651283
ENSMUSG00000028484	0.138129383175674	-1.67811696488419
ENSMUSG00000066116	2.92167797291256	2.52314599457371
ENSMUSG00000064606	6.85346075485667	6.51170433967885
ENSMUSG00000038070	-1.40472612202542	-1.80325050353592
ENSMUSG00000066113	-2.54352017204134	-2.36298301405709
ENSMUSG00000070934	1.18596105447399	0.85359344781541
ENSMUSG00000038047	-0.634678357778377	-2.02403140971922
ENSMUSG00000088958	4.80182832000101	5.30350213615078
ENSMUSG00000028494	-0.388793606539803	-0.50092820482784
ENSMUSG00000038024	-1.41767748472491	-2.05942962611139
ENSMUSG00000028495	2.02690414594058	0.357897569191799
ENSMUSG00000028496	-2.16190644513297	-2.27407108289907
ENSMUSG00000038368	-1.83296521045505	-2.47467972099647
ENSMUSG00000070923	0.280391990171676	-0.509580116201064
ENSMUSG00000043753	-0.193555395598604	-1.40104745092743
ENSMUSG00000008489	-0.995427458948239	-1.30621150616787
ENSMUSG00000028577	0.0276861687476995	-1.13522725084045
ENSMUSG00000006386	-0.812802665365147	-1.21136468234542
ENSMUSG00000052684	0.201690617477226	-0.361739558087027
ENSMUSG00000028572	-1.38952842876828	-1.50602483175741
ENSMUSG00000084159	2.01881939572883	0.811289713198601
ENSMUSG00000028565	-1.2160319966544	-1.89951254600209
ENSMUSG00000028560	0.1562217076698	-1.2330560981339
ENSMUSG00000028556	-1.57803436757877	-2.76049524263044
ENSMUSG00000073792	-1.42818464881603	-2.42763223651839
ENSMUSG00000025791	-0.122925484363865	-0.521487501344133
ENSMUSG00000028532	-0.714985045473536	-1.27839894748183
ENSMUSG00000028530	-1.42989765596407	-1.82842203747458
ENSMUSG00000028527	-0.549299786782345	-0.904632110053043
ENSMUSG00000028528	-1.43623114423801	-0.811987064454915
ENSMUSG00000028524	-1.46660743144141	-2.3164492644841
ENSMUSG00000028522	-1.58879859663751	-2.97807640244121
ENSMUSG00000059195	2.72993655636583	2.30441808891411
ENSMUSG00000028519	-1.10854140523122	-2.31603346056004
ENSMUSG00000028518	-1.57089945883632	-1.96943143717516
ENSMUSG00000028514	-1.75166069518587	-2.31507459719417
ENSMUSG00000034926	-0.34333668513526	-1.34278427283762
ENSMUSG00000025413	0.0396934777790925	-0.810140758435256
ENSMUSG00000061887	-0.362868914317826	-1.69497618644088
ENSMUSG00000028622	-0.733506836342354	-1.13207645015095
ENSMUSG00000057375	-1.09523412544622	-1.73694863598764
ENSMUSG00000028613	-2.24196959823103	-2.11528143295847
ENSMUSG00000034636	-1.13254811934864	-0.943729722990405
ENSMUSG00000034610	-0.509128304749385	-1.80691696431132
ENSMUSG00000063800	-0.348890627396752	-1.73816843320046
ENSMUSG00000084968	-0.756697788680402	-0.576160630696155
ENSMUSG00000034557	-1.26781158189283	-1.66634356023168
ENSMUSG00000053510	-0.356318568037569	-0.741765186750683
ENSMUSG00000028552	-1.36956428011277	-1.4816988784008
ENSMUSG00000028557	-0.425142057092412	-1.06690179530722
ENSMUSG00000010517	-0.291942084985379	-1.3235430666069
ENSMUSG00000028546	-1.00598282684354	-0.879272216371774
ENSMUSG00000034401	-0.822815937433035	-1.82226352513539
ENSMUSG00000083011	1.59738176702504	0.389889711696217
ENSMUSG00000028719	-0.350497086777704	-0.749029065116549
ENSMUSG00000028718	-0.659999568194436	-1.86752925072467
ENSMUSG00000081138	0.16639719063021	-0.188927536688734
ENSMUSG00000028698	-0.0516464421095968	-1.09115604167466
ENSMUSG00000003810	-0.628056085915318	-1.46002830242987
ENSMUSG00000034042	-0.389162759986842	-1.38861034768921
ENSMUSG00000028693	0.576046418255643	-1.88316685954961
ENSMUSG00000028692	0.868193051866641	0.295789478162842
ENSMUSG00000028691	0.735299422652904	-0.294050683595842
ENSMUSG00000033948	-0.263554134640817	-1.45620254711387
ENSMUSG00000047675	3.44258182715479	0.963890700541779
ENSMUSG00000064542	14.7459204677112	13.5474398449221
ENSMUSG00000092680	16.0803983193939	14.9228217704075
ENSMUSG00000095676	13.65393555178	12.688689833303
ENSMUSG00000094405	9.67086830425315	7.54597401304861
ENSMUSG00000096280	9.3390919737753	6.37366657070772
ENSMUSG00000009640	0.0251488679875038	-0.0869857303005332
ENSMUSG00000028541	-0.456073723787515	-1.66356577911634
ENSMUSG00000033379	0.387171746515705	0.513889952102783
ENSMUSG00000033326	-0.315638304101089	-1.50677221782307
ENSMUSG00000033295	-0.992550066104183	-1.26327371898945
ENSMUSG00000033253	-1.70376739173073	-2.55360922477341
ENSMUSG00000006398	0.973314637989734	-0.234215044540495
ENSMUSG00000033191	-0.874241481355302	-1.27280349833557
ENSMUSG00000028729	-0.69821020660795	-0.517673048623703
ENSMUSG00000028645	-0.150013267133023	-0.054675521167038
ENSMUSG00000028639	0.71686612480147	-0.314738141826211
ENSMUSG00000028637	-1.96387381602077	-2.60566358923248
ENSMUSG00000032998	-1.78915910677847	-2.78860669448083
ENSMUSG00000028634	-3.00888757112536	-2.82835041314111
ENSMUSG00000000085	-1.28393050746531	-1.40044318469183
ENSMUSG00000028633	0.145327459002235	-1.06216459632659
ENSMUSG00000065490	5.84406372939804	5.42313452576938
ENSMUSG00000032890	-1.57140483637374	-1.96997445018235
ENSMUSG00000043207	-1.17024464395672	-1.81196675132647
ENSMUSG00000049878	-1.21270768302491	-1.69501439743824
ENSMUSG00000083558	5.7862958103813	6.26192826332971
ENSMUSG00000083365	5.79603237441313	6.06178194935226
ENSMUSG00000028656	0.0652985518418987	-0.0496691323011866
ENSMUSG00000011257	0.0483098790304837	-0.698310325118513
ENSMUSG00000064655	4.9788557914448	4.48410114970583
ENSMUSG00000028649	-0.973444125618482	-1.24138900518527
ENSMUSG00000023075	0.269960854419978	-1.11931695138373
ENSMUSG00000032643	1.30559728578006	-0.0837557661607811
ENSMUSG00000042763	-0.0238154619197068	-0.422339843430215
ENSMUSG00000028869	-0.750053915176466	-0.569516757192218
ENSMUSG00000028863	-0.958061016435991	-1.35659299477484
ENSMUSG00000001985	-1.49886341296898	-1.85422577113299
ENSMUSG00000082062	2.28079670168714	2.16861687197759
ENSMUSG00000050188	1.50816956232046	1.10963758398162
ENSMUSG00000043962	-0.73873359648718	-2.18019372839897
ENSMUSG00000028847	1.07813608556589	0.228369505946318
ENSMUSG00000041530	0.320289289291011	-2.35420031690337
ENSMUSG00000042500	-0.921611655819571	-1.48502227297815
ENSMUSG00000081210	1.8643269580946	1.22256721987979
ENSMUSG00000028837	1.15566384623586	0.757131867897012
ENSMUSG00000028833	-0.224729819481702	-0.5800621427524
ENSMUSG00000028830	-0.771123083244483	-1.97865276577471
ENSMUSG00000042446	-0.82152433088131	-1.71342077163574
ENSMUSG00000028820	1.2010310227505	-0.316371324457851
ENSMUSG00000042388	-0.509914919447453	-1.50936250714981
ENSMUSG00000028804	-2.19457214666807	-2.33876692744401
ENSMUSG00000028796	-0.763852880538455	-2.1532059324793
ENSMUSG00000041000	-1.19542221877627	-1.01488506079202
ENSMUSG00000028793	-0.0985565108274962	0.0281692899148247
ENSMUSG00000040928	-1.8165097264016	-2.21503410791211
ENSMUSG00000028811	-0.904464382739118	-1.5462165241256
ENSMUSG00000050390	-1.10503444506753	-1.5035964620478
ENSMUSG00000057236	-0.235726195779815	-1.57615461721038
ENSMUSG00000047945	2.00968438278581	0.344162504413823
ENSMUSG00000028797	-0.671750078685555	-0.783877080981892
ENSMUSG00000040795	-0.249152390994915	-0.647676772505424
ENSMUSG00000053841	-0.752272467221825	-1.75172005492418
ENSMUSG00000003731	-1.0836651229359	-1.72542486115072
ENSMUSG00000028790	0.234966358821271	-1.65542922006526
ENSMUSG00000080944	3.21435784049488	2.81583345898437
ENSMUSG00000028788	-0.0733851676661743	-1.46266297346988
ENSMUSG00000070729	2.1787400265043	1.32898104371306
ENSMUSG00000028772	-0.522269194355346	-1.16405896756706
ENSMUSG00000028580	-0.219012502473532	-1.27544175032535
ENSMUSG00000065196	7.78630537116527	8.91751390448939
ENSMUSG00000093793	8.10530481206639	7.58261737354622
ENSMUSG00000095119	8.27226033778048	8.03609335274438
ENSMUSG00000025743	-0.712844316159472	-0.213901667912122
ENSMUSG00000028910	0.0621811818407281	-0.937266405861632
ENSMUSG00000028911	0.0424890301349237	-0.80731517570635
ENSMUSG00000028906	-0.781639068913098	-2.48214412774616
ENSMUSG00000040025	-0.136268187241608	-1.52554599304531
ENSMUSG00000028901	-1.09916946737236	-2.30669914990258
ENSMUSG00000099937	4.53685025770347	3.68697079647961
ENSMUSG00000086290	1.24407661526646	1.11003210272307
ENSMUSG00000085241	1.89515143709097	1.33170827263704
ENSMUSG00000091021	3.38614283879713	1.62545527229916
ENSMUSG00000066043	-0.435606280997952	-1.28537286061752
ENSMUSG00000054428	1.13961903185172	0.497896924481964
ENSMUSG00000028886	-0.622713165483301	-1.47250977449624
ENSMUSG00000028884	0.0851347193734249	-0.914312868328935
ENSMUSG00000088990	4.47424051192771	3.91082660991942
ENSMUSG00000028879	0.199790770422272	-0.121650277497018
ENSMUSG00000037692	-1.6544273403516	-2.05295931869044
ENSMUSG00000028868	-0.171366999052683	-1.97842224807176
ENSMUSG00000028851	1.155727448087	0.514005340717244
ENSMUSG00000028848	0.855953790689721	0.457421812350876
ENSMUSG00000007880	-0.373054979841179	-1.97582774397696
ENSMUSG00000012117	-0.25318509046787	-1.25263267817023
ENSMUSG00000037443	-0.522757713875489	-1.73024976920431
ENSMUSG00000028832	1.77157409838781	1.28447903924397
ENSMUSG00000046671	-0.758232720846312	-1.39995482821606
ENSMUSG00000028826	-0.697014631338757	-1.72863188565145
ENSMUSG00000028822	1.07867074133603	0.680138762997185
ENSMUSG00000037266	0.852417654086047	-0.191732807963799
ENSMUSG00000037242	0.109551763862953	-1.69315843945896
ENSMUSG00000028809	-1.20095801612327	-1.31748696777064
ENSMUSG00000059713	-0.930106353004653	-1.3286383313435
ENSMUSG00000028676	-0.453638253818845	-1.49652941905905
ENSMUSG00000028675	0.520723547070514	-0.478724040631846
ENSMUSG00000028673	-0.288436118645453	-0.40057071693349
ENSMUSG00000028670	0.836335284179793	-0.371156771149028
ENSMUSG00000028668	-0.811615082042888	-1.2101394635534
ENSMUSG00000007872	1.37721034247869	-0.173485926816795
ENSMUSG00000051351	-0.715110085696608	-1.35686222708309
ENSMUSG00000066037	-1.75743611293667	-2.92724670446247
ENSMUSG00000001089	-0.797845178982278	-1.99565269184572
ENSMUSG00000036940	0.108188888440182	-1.34588198339988
ENSMUSG00000028664	-1.17628629400884	-1.72949486211061
ENSMUSG00000006699	0.759196429625767	-0.257076141584559
ENSMUSG00000028763	-0.689022839215962	-2.85860809660566
ENSMUSG00000043411	-1.06072910492928	-1.52068530640765
ENSMUSG00000041351	-1.26109511240215	-1.37322211469849
ENSMUSG00000028760	-0.74001504873376	-2.80039134465789
ENSMUSG00000084804	1.86380034937024	1.46523073556164
ENSMUSG00000028759	-0.607823818539313	-2.0492839504511
ENSMUSG00000028757	1.13316372497469	-0.0594846874983688
ENSMUSG00000046447	-0.728321942923777	-0.84049417668157
ENSMUSG00000028745	-0.055339410538469	-0.697061517908217
ENSMUSG00000028744	-0.147208072271876	-1.14665565997424
ENSMUSG00000087943	9.02309901848283	8.47959500932623
ENSMUSG00000078517	-1.07378761797108	-1.1902807362744
ENSMUSG00000066036	-1.38415904468821	-1.55988731191795
ENSMUSG00000040964	-1.08565222592583	-1.48422183973443
ENSMUSG00000040945	0.660892981449695	-1.03158392635515
ENSMUSG00000009863	0.260682345612718	0.148502515903168
ENSMUSG00000036622	-0.342436917133274	-0.83271931791376
ENSMUSG00000028923	0.24486968359777	-0.962659998932462
ENSMUSG00000040842	0.140587226816532	-1.0669424557137
ENSMUSG00000028920	0.0161886988257081	-1.9017255163111
ENSMUSG00000040761	-1.43485371246957	-2.06438699333624
ENSMUSG00000078515	-1.5892644972459	-2.23098660461565
ENSMUSG00000040697	-0.827848450353599	-2.03537813288383
ENSMUSG00000057637	-1.01662447177868	-1.58005464734293
ENSMUSG00000082575	0.703221309279286	0.883758467263533
ENSMUSG00000046862	-0.63858483810457	-1.03715445191317
ENSMUSG00000070610	1.74398747735615	0.193232811187773
ENSMUSG00000020220	-2.58408569761897	-3.07884033935794
ENSMUSG00000082925	0.414586481632583	-0.974728946750044
ENSMUSG00000029020	-0.502083845877408	-1.06548475935541
ENSMUSG00000029009	-0.996086398527861	-2.20357845385668
ENSMUSG00000028991	-1.46275929222693	-2.31260112526962
ENSMUSG00000017264	0.0291810569880475	-0.820615552024893
ENSMUSG00000006442	0.746329299515224	0.347804918004716
ENSMUSG00000041459	2.55653850257103	1.55917125095776
ENSMUSG00000028977	-1.97993414111221	-2.62165624848196
ENSMUSG00000028961	-0.632070623744564	-1.66365861786447
ENSMUSG00000063077	1.53525157354309	2.86702547361796
ENSMUSG00000028960	-0.877194204522041	-1.61854544112674
ENSMUSG00000039953	-0.177293107469822	0.481858225968288
ENSMUSG00000064798	10.5754302516264	10.2179776608574
ENSMUSG00000063524	0.489183076635786	-0.194194310138826
ENSMUSG00000039852	-0.611327436792461	-1.53706011155669
ENSMUSG00000084314	3.7032447924949	2.0073548521047
ENSMUSG00000028964	0.356968726784803	-0.642478860917556
ENSMUSG00000014592	-2.18052431333477	-1.63114811390741
ENSMUSG00000047777	-0.013597358634577	-1.01304494633694
ENSMUSG00000028948	-0.642449189269076	-1.64189677697144
ENSMUSG00000028937	0.336715472191404	-0.0618165061474407
ENSMUSG00000042804	-0.543300346293734	-0.941824727804242
ENSMUSG00000028936	1.08022636665346	-0.8742354289536
ENSMUSG00000005045	-2.12964988659223	-0.661702369482335
ENSMUSG00000029030	0.258712960190131	-0.139811421320381
ENSMUSG00000039410	-1.34571327634501	-2.55320533167383
ENSMUSG00000048001	3.37940137775509	1.10155301045409
ENSMUSG00000029050	-0.600794651647288	-1.45062888786164
ENSMUSG00000029053	-1.23593106328156	-1.10925808827955
ENSMUSG00000029064	0.976837637913547	0.396093878130483
ENSMUSG00000029063	-0.0309645118311259	-1.23845656715995
ENSMUSG00000042202	-0.658685245579825	-1.40398952000325
ENSMUSG00000029062	-0.240970460488914	-0.882692567858665
ENSMUSG00000029060	-0.816472090931843	-1.21503410791211
ENSMUSG00000029066	0.932071564730435	0.290311826515619
ENSMUSG00000029068	0.105396756459861	-1.7327119401571
