m5xFAD	WT
ENSMUSG00000046330	9.27731214901625	9.53944401697309
ENSMUSG00000039323	7.54330971885253	7.01107491668663
ENSMUSG00000026185	6.69284818977738	6.33189507482643
ENSMUSG00000055322	4.22887810864852	3.71788972050271
ENSMUSG00000006304	8.25743894386436	8.24418260077366
ENSMUSG00000006299	7.63794071074846	7.84346652169544
ENSMUSG00000026179	6.40102208116099	6.82257872324594
ENSMUSG00000006301	3.60548216642243	3.42327083718473
ENSMUSG00000073650	3.51097427323612	3.56175843965373
ENSMUSG00000026177	2.87798169303529	3.11057459269238
ENSMUSG00000026176	5.51259232822253	5.4284560040134
ENSMUSG00000026175	1.72321566953575	1.63506271918057
ENSMUSG00000033364	2.28390287484893	2.12650846958946
ENSMUSG00000026174	5.01061735149094	4.73979902059892
ENSMUSG00000026173	3.21709505332	3.32991675325867
ENSMUSG00000026135	2.5745557565125	2.51127815590712
ENSMUSG00000026172	5.02500043833157	5.32084258837001
ENSMUSG00000026171	6.65278384331796	6.58114982507337
ENSMUSG00000033276	1.96889251394659	1.90278583611525
ENSMUSG00000033257	2.74280798242569	2.06672864773655
ENSMUSG00000026170	3.92139663743779	3.57498017549709
ENSMUSG00000033227	3.40805944874999	2.55335519811145
ENSMUSG00000026167	4.03845407266384	3.04161582527732
ENSMUSG00000090071	8.03582865179267	8.18398345202091
ENSMUSG00000047021	2.56777803081784	2.62470450221614
ENSMUSG00000026162	3.60995719401364	3.89732790109692
ENSMUSG00000026205	3.53976760475967	2.56718087067925
ENSMUSG00000033159	5.17900386353303	4.98569648128126
ENSMUSG00000049339	8.20347076622489	8.22426668210656
ENSMUSG00000026197	6.12038418714156	6.09434401116072
ENSMUSG00000026198	2.35351953880934	2.64938617928683
ENSMUSG00000033124	5.1601877547518	5.21284823865995
ENSMUSG00000026199	4.7715640555795	4.38700145997972
ENSMUSG00000026200	2.6362731702033	2.57736376673073
ENSMUSG00000026201	5.45704943238721	5.5226361081175
ENSMUSG00000026202	8.95417910831588	9.11170752710503
ENSMUSG00000026203	6.5714237725311	6.49098890070008
ENSMUSG00000026204	9.15131787030623	9.20117524798978
ENSMUSG00000101840	4.92649491014519	4.83365634793444
ENSMUSG00000033061	7.94356503064543	7.59541005345253
ENSMUSG00000026209	5.23755400220033	5.22082972810292
ENSMUSG00000026208	2.85019902606484	2.56103465632063
ENSMUSG00000026207	5.75268513925931	5.91268014256127
ENSMUSG00000033021	6.47991769968452	6.6000619935086
ENSMUSG00000033007	4.45625984165956	3.97325159253429
ENSMUSG00000032997	6.7979078046414	7.00054349819086
ENSMUSG00000026211	3.69746342711744	3.81466406145278
ENSMUSG00000051703	6.90517934018808	6.82149781290248
ENSMUSG00000032968	6.49454069259921	6.56472694723253
ENSMUSG00000026213	5.09486422141162	4.69667368675559
ENSMUSG00000006576	6.64769929627846	6.76786724919231
ENSMUSG00000026235	5.25662055062526	5.02932662842983
ENSMUSG00000032908	4.3725405578062	3.27434576693527
ENSMUSG00000026245	6.1848995451941	6.27849883809538
ENSMUSG00000090486	1.82547295248936	1.46405733622801
ENSMUSG00000032883	6.7808514454702	6.38723302830957
ENSMUSG00000079470	1.81887514614597	1.40932448277244
ENSMUSG00000047330	2.14250056171371	2.27699979309015
ENSMUSG00000050711	8.0443325550525	7.38592166314558
ENSMUSG00000054702	2.24417620627545	2.36125476764176
ENSMUSG00000073643	3.67619834411087	3.19820000631025
ENSMUSG00000026248	5.43915171681408	5.88031163894406
ENSMUSG00000026249	6.039021022529	5.66868164629687
ENSMUSG00000004364	5.43995646896469	4.89692476423537
ENSMUSG00000038608	2.36997787375246	2.02926191649596
ENSMUSG00000054976	1.01031317518629	0.0415119007382145
ENSMUSG00000055980	0.768661088759796	0.860267473627385
ENSMUSG00000026142	2.54269821327417	1.54585644546572
ENSMUSG00000067158	0.723498347171059	-0.544485596905329
ENSMUSG00000079465	0.813963694284666	-0.454020249791721
ENSMUSG00000097564	1.17479039074165	1.07523224010226
ENSMUSG00000026150	5.51470807317869	5.54628055639308
ENSMUSG00000026159	4.00755513503591	4.1643963389671
ENSMUSG00000113880	3.60463059966758	3.77443633567357
ENSMUSG00000038496	2.15587616763674	2.7338205072875
ENSMUSG00000053161	2.45469337289543	1.76552828203486
ENSMUSG00000026163	4.83013219873801	4.54547547740467
ENSMUSG00000045658	4.00433600745384	3.6136754223534
ENSMUSG00000036766	5.65091518568905	5.59440854040755
ENSMUSG00000026219	4.19539711167833	4.0584953773081
ENSMUSG00000073633	3.0228807786096	3.48001696520798
ENSMUSG00000026220	2.21590745322213	1.942130260088
ENSMUSG00000089844	3.09016786764623	2.18236465316882
ENSMUSG00000070034	1.51840315044651	0.43126300789665
ENSMUSG00000070031	1.81764873604284	1.72863264606045
ENSMUSG00000026222	1.36188102463111	1.28795632786431
ENSMUSG00000052760	2.11647208976557	2.25802633424625
ENSMUSG00000036707	5.6124291535059	5.5189397009965
ENSMUSG00000026223	10.342438790456	10.598448628438
ENSMUSG00000026224	2.53875657253452	2.46508083256198
ENSMUSG00000049608	1.65661377905817	1.56759768907577
ENSMUSG00000026226	1.56427807163663	2.04565232011355
ENSMUSG00000026227	3.91458207676116	4.06984150931451
ENSMUSG00000026229	5.43281773849318	5.50497638180441
ENSMUSG00000062590	3.4361262968027	3.17359089591769
ENSMUSG00000079445	1.5045503965224	1.63623757738512
ENSMUSG00000026234	5.99549153105083	5.69806355576663
ENSMUSG00000073627	1.44312547273002	1.1949089987676
ENSMUSG00000026238	8.94189319162583	8.93725950922746
ENSMUSG00000026239	5.89081128935519	6.19180706357545
ENSMUSG00000026240	3.80657657369704	4.31577911652463
ENSMUSG00000026241	4.70096389936503	3.98383687004871
ENSMUSG00000053333	3.59977962016979	3.35540921013795
ENSMUSG00000084106	4.29549813577229	3.85810125440123
ENSMUSG00000103984	1.7435667899115	1.9133725259175
ENSMUSG00000026247	3.5399867404518	2.65203343739297
ENSMUSG00000036480	2.42797603451965	2.0665604182583
ENSMUSG00000026254	4.39654775277095	4.38475262830068
ENSMUSG00000026255	5.25290387967329	5.32847320504375
ENSMUSG00000048000	3.65389122679983	3.35175543068465
ENSMUSG00000079436	5.55969972932839	4.43121134454756
ENSMUSG00000026259	7.69167199755288	7.55331759058069
ENSMUSG00000079434	3.57545874619466	2.67830638527798
ENSMUSG00000026288	3.55160593699569	2.94338691795599
ENSMUSG00000026289	4.64427255102454	4.68490575622573
ENSMUSG00000056055	0.806744415331249	1.05245715573534
ENSMUSG00000070738	5.91033380630277	5.53963002045002
ENSMUSG00000005501	2.80534066245248	2.45305279681694
ENSMUSG00000079429	1.95302002664989	1.12083894254604
ENSMUSG00000044783	4.83978262226725	4.26227520008431
ENSMUSG00000099553	4.38056961941157	4.54357535899394
ENSMUSG00000062310	2.32572482839755	2.22224479729578
ENSMUSG00000049866	5.22839201778516	4.82997477969632
ENSMUSG00000036206	4.40118540158749	4.83450915451402
ENSMUSG00000055013	4.69434535414945	4.04924339516318
ENSMUSG00000067081	1.26834556569409	2.02348123910376
ENSMUSG00000026301	1.1965458610305	1.3663515970365
ENSMUSG00000044337	4.01297623114671	3.67661452813681
ENSMUSG00000034432	6.1417789946402	5.93612192521248
ENSMUSG00000048126	0.380690688939463	0.626403429343551
ENSMUSG00000026303	2.12386641490561	2.39245339987676
ENSMUSG00000026305	5.40109933482727	5.21780165223759
ENSMUSG00000034353	6.81774683914398	7.05003184542758
ENSMUSG00000034343	3.93064848340133	3.81968157923566
ENSMUSG00000026307	4.37598771717286	3.56668146698257
ENSMUSG00000026308	2.14440280228271	1.83312382479388
ENSMUSG00000047443	1.80034742122795	1.96423940163914
ENSMUSG00000026309	5.20012474692603	4.99363430988537
ENSMUSG00000067071	5.48604327130434	5.62193705565488
ENSMUSG00000055866	4.68136195516822	3.62812945235186
ENSMUSG00000034292	4.41238987627189	4.00222728272412
ENSMUSG00000026311	4.2143540315506	4.41989941225496
ENSMUSG00000100980	1.15270368775066	1.0501098974777
ENSMUSG00000007805	1.31265272389042	2.21237774919145
ENSMUSG00000026313	3.15371343018408	2.91115457047894
ENSMUSG00000026260	7.2760403355177	7.43682373701857
ENSMUSG00000073616	7.7445502032196	7.93051248470946
ENSMUSG00000044055	1.66961548168076	1.5670216914078
ENSMUSG00000100546	2.87059767397309	3.57930138165539
ENSMUSG00000034220	6.37756180025976	6.28832850209926
ENSMUSG00000101995	3.23880293526775	2.74178615025521
ENSMUSG00000047067	6.76307929111332	6.45969671297848
ENSMUSG00000097251	3.12338996787999	2.84961277474586
ENSMUSG00000026269	4.58469726719143	4.95290156335998
ENSMUSG00000100632	2.53819925622297	2.43775486475477
ENSMUSG00000026270	4.80380152834807	5.0229058583856
ENSMUSG00000026271	1.4940439326142	1.1921275957404
ENSMUSG00000014602	8.71296696640028	8.71368614750408
ENSMUSG00000084989	0.717134326931731	0.356581850297591
ENSMUSG00000047793	1.03334310423777	0.961318815768291
ENSMUSG00000026273	3.19606567460712	3.25065232152065
ENSMUSG00000026274	1.77343423871767	0.701830492690657
ENSMUSG00000026275	4.9710134754064	4.93419453797267
ENSMUSG00000034088	5.4386173036345	5.37351920543437
ENSMUSG00000034066	1.74113999478499	1.81780640987773
ENSMUSG00000026277	7.65594592809491	7.60090525368121
ENSMUSG00000026278	6.79418494637953	7.01526973815416
ENSMUSG00000026279	3.66867522759495	3.1441373073025
ENSMUSG00000026280	4.86095840438965	4.49466275102162
ENSMUSG00000026281	5.04351037535517	5.28147020630111
ENSMUSG00000026283	3.03249785397776	3.65382458184568
ENSMUSG00000073609	3.31302451636919	3.37940713432515
ENSMUSG00000034000	2.91012342156778	2.77584572437167
ENSMUSG00000026285	3.18667611156847	2.75186742794983
ENSMUSG00000051185	4.7009359715769	4.95080221608342
ENSMUSG00000081051	5.56986061156642	5.12768262447252
ENSMUSG00000040710	-0.048853449503401	0.0177292450199893
ENSMUSG00000040693	1.47580599487115	1.16816102961428
ENSMUSG00000097814	1.25172424695377	1.14824421585201
ENSMUSG00000044768	1.53104990269606	0.732773836360746
ENSMUSG00000040648	1.5638679670752	1.63159635532782
