m5xFAD-A	WT-A	m5xFAD-B	WT-B
ENSMUSG00000100862	5.97503589460499	5.7262430747034	5.31914893453796	5.67918709161664
ENSMUSG00000102070	6.20915835973695	6.3109685390577	6.66621726277866	6.67061729839907
ENSMUSG00000101249	7.83412886288454	8.30728679591189	8.05000551525	8.09790188282021
ENSMUSG00000073725	5.75177602624963	4.89766959329175	6.08977907773303	5.8928964063178
ENSMUSG00000033569	3.66889982533468	3.13574698269895	3.5313654124657	3.7968498403094
ENSMUSG00000102386	4.25658920011683	4.12272513493853	4.25470591391232	3.92978562396399
ENSMUSG00000104516	3.25959635599446	3.09571717220549	3.67303620278638	2.67468361406343
ENSMUSG00000048874	3.41115089682778	3.35255919146089	3.60356722021566	4.09532256225676
ENSMUSG00000026058	0.597507967754936	0.021650183455364	1.39519483910545	0.590794029252638
ENSMUSG00000103482	3.90903933181153	1.91278160554839	2.70064773201433	3.41886842003787
ENSMUSG00000102865	3.75784881751699	2.2449139517123	3.03278007817823	2.44086783742482
ENSMUSG00000091318	2.10922009842656	1.96414958718267	2.68699515563513	2.10250615992426
ENSMUSG00000026134	2.19425464644611	2.07312686080376	2.54778497405066	2.18725288859762
ENSMUSG00000004768	3.29517909893315	3.04980478494261	3.41381130790185	2.80324822067085
ENSMUSG00000042215	3.51257151467671	2.803230814255	4.23701495222143	3.91942194775901
ENSMUSG00000042197	2.13817214088382	2.39220801113836	2.76188094586553	2.60424916493846
ENSMUSG00000081402	2.19438848057154	1.41352185292799	1.63346759749001	2.59965314257984
ENSMUSG00000042182	6.86404485692097	6.10713834461876	6.79217970192087	6.52783328358255
ENSMUSG00000026131	3.72244056866631	3.00440347860171	3.97547545060605	3.59877096496431
ENSMUSG00000103364	3.51707242042129	4.07521916541169	2.22408329917862	4.18533235292218
ENSMUSG00000102336	0.90198676220842	0.121120134564865	0.341065879126891	0.895495560035702
ENSMUSG00000042111	5.13024091492283	5.3671505708963	5.50004427212508	5.24312705110785
ENSMUSG00000026127	3.61142942439054	3.40211758767408	3.36788246535156	3.54975049715097
ENSMUSG00000026126	2.95622206320105	2.60611586077604	1.58036259322185	0.843686439092501
ENSMUSG00000100280	2.28040624757472	2.11652706378575	1.71948536449319	2.273915045402
ENSMUSG00000045174	4.67598102921858	5.08021907802334	4.66290888710829	5.26967082698923
ENSMUSG00000037509	6.49552031037348	6.66288370725735	6.64047781189999	6.77190619414522
ENSMUSG00000104002	3.60628732500907	2.79711344077383	4.40110722361262	3.76861289673078
ENSMUSG00000037503	7.50461891052171	6.90342456403969	7.48357299189914	7.54359243512682
ENSMUSG00000026123	6.44600825683848	5.96104096983653	6.53152644797703	6.26873782876577
ENSMUSG00000045216	5.03657219822371	4.13971474100294	5.55478206062492	5.25588993219824
ENSMUSG00000037470	4.02314238354327	3.26005750753045	3.86900258363427	3.8156153327136
ENSMUSG00000047180	2.27510330567105	2.13003279442717	1.87012420398283	1.85663350298773
ENSMUSG00000037447	2.94847267483433	2.20210393520738	2.46347852310133	2.38554591901095
ENSMUSG00000010453	5.62512151500936	4.91291588587687	5.43231388141345	5.63443843921958
ENSMUSG00000037432	3.28579378889315	3.18245025354826	3.18195593443112	2.45042514540446
ENSMUSG00000001143	4.68755806833211	4.22561125553591	4.67352607997605	4.3136773939187
ENSMUSG00000037408	2.27099188063872	3.48497077889712	3.57835059560698	3.67496975392104
ENSMUSG00000001138	4.62748384374576	3.87283981329027	4.3011874188201	4.07041400095364
ENSMUSG00000067653	2.11748511957759	1.33661849193403	2.12448461839997	2.52274978158589
ENSMUSG00000079610	3.19592186233599	3.08630764991866	2.89929085663197	3.31401084391187
ENSMUSG00000026121	4.33866921614724	3.65113259467583	4.38480508910499	4.27006540923908
ENSMUSG00000087589	2.46001718860455	2.31494667736066	2.46147843488586	1.46312584616291
ENSMUSG00000061518	9.30781135092729	9.59603059912637	8.82502436154796	9.20881325842508
ENSMUSG00000037351	8.29491495239984	8.27369950703816	8.43705238354316	8.37621304148052
ENSMUSG00000102416	2.74644060103627	1.96557397339271	3.4766255529929	2.16152785910523
ENSMUSG00000026117	1.38886637418234	4.07517491819743	2.95748412364473	2.95466851194452
ENSMUSG00000026116	3.762463169701	3.75140985560017	4.347484623356	4.29535003238545
ENSMUSG00000050122	2.18795148214932	2.85542390407631	2.18222585539086	1.95949842954871
ENSMUSG00000026113	4.61985064315317	4.15413635435259	4.91830652665985	4.8534192922711
ENSMUSG00000026112	5.2687043508372	5.05910717397166	5.57611537131237	5.44348126425482
ENSMUSG00000026111	6.29374746655637	6.44610981895443	6.08827912286479	6.80962884660133
ENSMUSG00000026110	2.90976542338522	2.41313378791291	2.77714031087216	2.95900834267157
ENSMUSG00000026090	7.40926134077209	7.77537696723584	7.70689197076947	7.85832511004086
ENSMUSG00000089767	4.38534190886822	4.65224999813494	5.37509556658739	3.80042916693719
ENSMUSG00000060771	1.12831016206154	0.732638632046196	1.85419723402867	1.85570139615001
ENSMUSG00000037216	3.50638885233152	3.11071732231618	2.92595299612525	3.72090249010442
ENSMUSG00000026088	3.29434576349622	3.9618181854232	3.47940195621675	2.80417485172256
ENSMUSG00000026087	6.26243471484492	6.31942642911834	5.45872907536454	5.95567182649553
ENSMUSG00000058407	3.76657505144842	3.79988086422996	4.24418631819538	3.45999745084189
ENSMUSG00000026083	3.91465775592023	3.74100536983727	4.0451551364784	4.30301919850403
ENSMUSG00000026082	2.65242215626657	2.38674442515965	3.01989642639793	2.90767928940218
ENSMUSG00000037138	3.97363809816678	3.97946016670354	4.29251386970638	3.73528032657715
ENSMUSG00000085391	3.68173491164845	2.90086828400489	3.12081402856692	3.67524370947573
ENSMUSG00000048814	5.29197317367291	5.12134213258789	5.36928321005565	5.37651107017074
ENSMUSG00000026080	4.27848234464316	4.0058457053492	4.28801296209074	4.29497539965103
ENSMUSG00000026078	3.96433891804038	4.42164704011384	4.86256506109975	4.45392982166462
ENSMUSG00000103046	2.25716069497051	2.67214560292476	2.84302428553611	3.24128944872204
ENSMUSG00000026077	4.39313799575025	4.11729054586547	4.84869927959808	4.93286031506507
ENSMUSG00000092563	3.8194168728325	4.23440178078675	3.83736008149419	4.391789762403
ENSMUSG00000073702	9.65758147828931	9.76523875038211	9.17522018902022	9.62926356839836
ENSMUSG00000003134	3.56462145157261	3.26699363141601	3.46078359711057	3.01795971590331
ENSMUSG00000003135	5.14210988997187	5.29447224236993	5.21608698814451	5.26398335571472
ENSMUSG00000085894	3.89081223633582	3.27362531069909	4.24434256394037	3.08068579972455
ENSMUSG00000077704	6.73326521228853	5.95239858464497	6.172344329207	6.72677401011581
ENSMUSG00000048234	5.03323141030763	4.59543189299087	4.52495010806047	4.24952832355149
ENSMUSG00000050967	5.66731461917708	5.11015182413803	5.52076536745814	5.7303261792219
ENSMUSG00000097083	2.08779354061523	1.94272302937134	1.68281443892701	2.40103512695055
ENSMUSG00000057173	2.45190415864815	2.71881224791486	1.89098327556662	1.86699141671711
ENSMUSG00000026074	4.80078870080716	4.52986690390884	4.84768988687969	5.31409784791617
ENSMUSG00000102985	3.54939299593524	2.35654776778108	3.55085424221656	3.86263458227056
ENSMUSG00000097899	3.21808441100357	3.63306931895782	3.23602761966526	3.79045730057408
ENSMUSG00000026072	2.09452461818105	2.16934850271302	1.86888717728065	2.08752286033256
ENSMUSG00000026065	2.93596517492277	1.95737836748389	3.07893696946637	2.34611224052002
ENSMUSG00000026062	3.6727188179835	3.90962847395697	2.84064563268352	3.46407332471912
ENSMUSG00000101299	2.75473674259135	2.59085755880238	3.48492169454799	3.47995692943728
ENSMUSG00000060424	5.38093955795251	5.19339743794616	5.482245197507	5.14633862064568
ENSMUSG00000093436	3.18513653992265	2.60927875562307	2.78015743823442	2.18824519748101
ENSMUSG00000045515	4.5559506959953	4.22833366269897	5.25330333549096	4.9007391959768
ENSMUSG00000097063	3.63083459190328	4.50907097454422	3.22585549021506	3.94407617823861
ENSMUSG00000099784	3.16321383664249	2.26726641469238	2.43814509730373	2.83641026048965
ENSMUSG00000060679	4.55512265406181	4.68827711264186	4.11384374741612	4.91013030339077
ENSMUSG00000041907	2.90600635146519	3.16617692424312	2.09369682478076	3.17842025432782
ENSMUSG00000070939	4.11131318076259	3.75934251018026	4.1263845961057	4.10398048070476
ENSMUSG00000041878	3.64120130746154	2.44835607930738	2.66830182386941	3.22273150477822
ENSMUSG00000010290	4.7481681307259	4.52318736038116	4.32200609714845	4.61551234039987
ENSMUSG00000008136	5.78414028563817	6.06234477178667	6.26315519045716	6.69369917026387
ENSMUSG00000066877	5.04507838092245	4.55825660117713	4.24496478951325	4.95981717618111
ENSMUSG00000026051	7.98367381243001	4.29584547554065	7.08826681006372	7.18164592029578
ENSMUSG00000100480	3.97286482873271	4.38784973668696	4.55872841929831	3.9668161785449
ENSMUSG00000057363	4.1884576464628	4.36403367968103	4.67708738268387	4.80509283979823
ENSMUSG00000041763	1.94408746521186	1.83246279686999	3.73533010201475	3.13636473649027
ENSMUSG00000026049	3.01521153848033	3.20143711095257	3.01667278476165	2.0183201960387
ENSMUSG00000026047	3.08661074731709	3.62715786820834	3.27166694003763	3.44092327763731
ENSMUSG00000041684	3.96879115552795	3.09315140310797	3.57225034158118	4.04389515167936
ENSMUSG00000026048	4.04505301438993	3.38682154257596	3.47793959398721	4.14868722988534
ENSMUSG00000056870	1.06001148264992	0.858008946749578	2.05231542118505	2.04414023640144
ENSMUSG00000026043	1.46909649076986	-0.527161235493271	1.4633708640114	0.978925578996208
ENSMUSG00000026042	2.15271182823966	0.123280212522541	1.01734434826815	1.27409744233048
ENSMUSG00000025995	4.11993329248183	3.72898628272573	3.73704294823109	4.55964679890788
ENSMUSG00000084817	4.21124698095002	4.62623188890427	4.22919018961171	5.19537573470154
ENSMUSG00000025993	2.36971941732948	1.47317895268602	1.94783706593292	1.94861926864858
ENSMUSG00000041144	-0.0398645976336276	-0.935812019583739	-0.0417478838381378	-0.0467126489488443
ENSMUSG00000101337	0.30512395511612	0.491349527588358	1.29359264594563	0.618365541451443
ENSMUSG00000025986	4.9594415821033	3.1490690215622	5.39621200102668	4.62300884706345
ENSMUSG00000100213	3.62132339495263	2.84045676730907	4.03476324174454	4.34654358179855
ENSMUSG00000026109	4.87908611712012	4.8678368175655	5.321297121718	5.15338418963692
ENSMUSG00000045954	4.34274053353558	3.03193157408432	4.23890267907354	3.33799643176913
ENSMUSG00000026107	1.86909535471799	1.05992147048275	2.31803238149694	0.866981959508209
ENSMUSG00000018417	1.69374127328664	1.87288851237574	2.31914824868656	2.4218595698314
ENSMUSG00000026104	3.87902531491951	2.82745044395492	3.75540722319579	3.287509352281
ENSMUSG00000026103	5.49066340839178	5.00354258919345	5.68966971194795	5.57895964475248
ENSMUSG00000002881	3.2416010117888	3.62066118369226	4.07632005639792	3.23448366850704
ENSMUSG00000043015	2.13287693660605	1.59294915938797	2.44526165435328	1.45071906623388
ENSMUSG00000041439	4.46591119195635	3.94499673344937	4.87406097218439	4.92612603995149
ENSMUSG00000026102	3.43204732416203	3.48325507333971	3.57182979196695	4.06145313338202
ENSMUSG00000041426	3.05580535752208	2.83262445613281	1.93951459330542	1.35502559759455
ENSMUSG00000043629	2.64986471481868	1.70138170546582	2.16465856815573	2.64286295697019
ENSMUSG00000026098	0.633893490671525	1.23209766365437	0.640892989493906	1.35911367751745
ENSMUSG00000026097	2.04487554730641	1.57971539841198	2.0429922611019	1.71807197115357
ENSMUSG00000026096	2.14434925470036	2.21917313923233	2.3294054474209	2.65022509316744
ENSMUSG00000026095	2.72386578325386	1.99689816952238	3.29891150647979	2.13525474226397
ENSMUSG00000096141	-0.12550701295142	0.472697160031419	0.86424664476775	-0.131998215124138
ENSMUSG00000026094	2.16837235511079	1.44140474137932	2.57494394345271	1.5797613141209
ENSMUSG00000042807	2.16641140386455	0.721744982137455	2.15552912010389	1.71270523889663
ENSMUSG00000041303	4.04555707181087	3.72164430738456	4.10026649669143	3.81622027718004
ENSMUSG00000073678	-0.0932477809277614	0.784988601713177	1.69697157438327	1.06447724750143
ENSMUSG00000052331	0.717439514094423	-0.440315372692737	1.12401110243635	1.29326744003603
ENSMUSG00000025982	5.42201648384365	4.6563062256681	5.75160341969667	5.58708166120464
ENSMUSG00000025981	3.39034863208791	2.90106382217863	3.14061929414912	3.85180757075003
ENSMUSG00000101122	3.281124805542	3.69610971349625	3.29906801420369	3.85349769511251
ENSMUSG00000025980	7.42065373474034	7.24006536013749	7.76406777840845	7.49710130554879
ENSMUSG00000073676	6.97759965011719	7.48958415088492	7.05093058688978	7.31586678567531
ENSMUSG00000025979	4.76068225601384	4.21907683202663	5.3311958156783	5.12507758568788
ENSMUSG00000025978	3.64786976194269	4.16007577623845	4.1413556173203	4.03605225645
ENSMUSG00000097649	3.00253334073845	3.88076972337938	4.57160754801072	4.44896527698703
ENSMUSG00000046994	0.78342424799304	1.14561932280913	0.781540961788533	1.62105963877169
ENSMUSG00000038349	3.11959822555938	3.01533612508886	2.90334007433205	2.37718515277207
ENSMUSG00000038331	2.77665785389121	1.05276216553724	3.76253670167709	3.18370765255103
ENSMUSG00000087022	2.23341186985716	1.61622494422043	2.4184680625777	3.32293004820406
ENSMUSG00000101429	1.82593750259066	1.0450708749471	1.26501661950912	1.81944630041794
ENSMUSG00000038323	4.78300666473307	2.94933824191055	4.24898179956466	3.0634642697044
ENSMUSG00000048495	4.05010148312931	3.67605731753519	4.54028176181647	3.91770824226781
ENSMUSG00000025971	2.88312792592625	2.1877708362257	2.42732630819619	2.66987595571543
ENSMUSG00000038305	3.26800447902534	2.74932031248004	3.73991536413529	3.69319740342942
ENSMUSG00000054770	1.95744482749583	1.85091998471109	1.83245321334287	2.57068664809537
ENSMUSG00000063558	2.42028824173211	2.42900404326252	2.28579954810847	1.82981263477346
ENSMUSG00000064294	1.46676866200642	1.001608513112	1.72445408156445	1.13996508585359
ENSMUSG00000038242	-0.103158155222332	-0.305160691122669	0.482705435343266	1.20092612336681
ENSMUSG00000103839	2.88969107170934	1.37675620590465	2.88780778550484	2.15113163137549
ENSMUSG00000051223	5.64090075188857	4.88900575140995	5.90327528352729	5.32562421288452
ENSMUSG00000026034	5.45195709219465	4.83553457514746	5.51356574038525	5.38048779087258
ENSMUSG00000026035	3.93992610451134	3.33039026061137	3.64972469588644	3.84538031634531
ENSMUSG00000026036	3.45610075415246	3.28900039282793	3.37688902390472	3.23761632958959
ENSMUSG00000026037	4.09376085963097	3.21812110721098	3.90259591315087	4.08653221607159
ENSMUSG00000038174	2.27107403569957	2.06640178624435	2.26019175193891	2.16451960577132
ENSMUSG00000026032	8.68215496426393	8.45922827645646	8.47765268629034	8.58291013889087
ENSMUSG00000102059	3.64426020622978	3.9111682954965	4.0577000530217	3.63776900405707
ENSMUSG00000026031	2.74948429384931	2.35853728409321	2.27951676392207	2.53099986928645
ENSMUSG00000026029	3.23166541650317	1.85239513409462	2.42971416467551	3.22466365865467
ENSMUSG00000026028	5.89474839579364	5.09998298283792	5.72658327805319	5.61113085880344
ENSMUSG00000026027	4.00055175795654	3.38644022451872	3.78148931127429	3.94439007642302
ENSMUSG00000038079	5.3405312640674	2.55934187662357	5.1439833674662	5.38977418335375
ENSMUSG00000097573	1.76270837629585	2.1776932842501	1.78065158495754	2.33508126586636
ENSMUSG00000079550	1.14053814515983	0.564680360860258	1.14199939144114	0.722068342476511
ENSMUSG00000026024	3.46054002940774	2.85298654740951	3.44764193902636	3.6051086131559
ENSMUSG00000041075	3.47473720192851	2.23614305999268	3.34974558777555	3.22710331675186
ENSMUSG00000047361	2.95916450196211	2.71037168206052	1.8237970219906	2.49394024069599
ENSMUSG00000026021	6.70581214362779	6.3277846571351	6.90635873441174	6.8217968664125
ENSMUSG00000026020	3.04943438802341	2.95027937040833	3.26762388507873	3.42509055920828
ENSMUSG00000067336	3.14149532879701	2.89795511923882	3.3547713887519	3.13417342494702
ENSMUSG00000041040	3.94494026900948	3.68949429608563	3.82904305945397	3.72373969858366
ENSMUSG00000026018	4.81679762045138	3.67915052172711	4.16308591200162	4.22502507648577
ENSMUSG00000026019	3.32744997232705	3.59981965080981	3.16774806912604	3.45330303395217
ENSMUSG00000026017	0.0971780804596989	0.975414463100638	1.25412090617322	1.40646641703575
ENSMUSG00000073664	0.584492786452643	-0.682855472492662	-0.0713941736143866	0.119268525186531
ENSMUSG00000049439	4.66813193932581	4.56386983885529	4.65724965556516	3.75634340826074
ENSMUSG00000026782	4.66487580493703	4.78681366633802	4.90909543948561	4.73278828866342
ENSMUSG00000026014	2.05530379469363	1.29887384640693	1.9059527098701	2.23224726611982
ENSMUSG00000101188	3.996394746068	4.13177678790687	3.99451145986349	3.98954669475278
ENSMUSG00000081382	3.89958722151649	4.31457212947073	3.91753043017818	4.47196011108699
ENSMUSG00000052062	-0.168479347664469	-0.332358531453441	-0.161479848842088	-0.174970549837187
ENSMUSG00000025969	3.59621509554716	3.78395320078329	3.76516033946729	3.80556213115075
ENSMUSG00000100426	3.16923192547111	2.96722938957077	3.75509551603671	3.74160481504161
ENSMUSG00000040865	2.61354184011893	1.87503135916135	2.65105026865918	2.19168515213461
ENSMUSG00000084799	3.0166475324817	2.28967991875023	3.01252548720269	2.0162806273108
ENSMUSG00000101599	0.267884327320047	0.104005143531076	0.998069279276677	0.993104514165971
ENSMUSG00000025968	5.47573363776204	5.23671441951441	5.68990173605206	5.62961052401375
ENSMUSG00000025967	8.21142948727736	8.30879318061905	7.8633704545068	7.97050074020297
ENSMUSG00000046856	2.22922270695094	2.06534352316197	2.23622220577332	2.22273150477822
ENSMUSG00000027520	1.61513338332107	2.27661510784923	2.08894705877429	2.28460267923315
ENSMUSG00000025964	3.9189629063528	2.86439967207783	3.79771342359866	3.78238372765116
ENSMUSG00000025963	2.18840700459191	1.98640446869157	2.77427059515751	2.76077989416241
ENSMUSG00000025962	3.39981527574424	1.86219328331577	2.8510580873128	1.71996319016169
ENSMUSG00000025959	3.17804322397629	1.81562282965037	3.82314293950082	3.09291120709678
ENSMUSG00000025958	2.17339283054037	1.65118407865845	2.55298322842273	2.55790174188762
ENSMUSG00000025956	4.36654792264312	3.96099522936574	3.94252845799751	3.53117927915444
ENSMUSG00000070871	3.62528985557787	3.22244397291121	3.85559597414949	2.96812676442081
ENSMUSG00000045005	0.759111389775335	-0.0217552378682235	0.766110888597716	1.16437605178364
ENSMUSG00000051344	2.82634634892623	2.65127342236257	3.01527994532182	3.02046913277117
ENSMUSG00000084416	4.57345670082571	3.99759891652614	4.57491794710702	4.15498689814239
ENSMUSG00000100846	3.99695553767938	3.21608891003582	3.43603465459785	3.99046433550666
ENSMUSG00000044816	3.54100087348035	3.00107309626227	3.12337647398143	3.5339509869243
ENSMUSG00000025950	5.90832125337321	5.24327532210499	5.67806880303877	5.83232852642402
ENSMUSG00000025949	2.08182008319228	1.16784344851007	1.84808325294104	1.85248328856145
ENSMUSG00000025946	1.60148754876278	2.01647245671703	2.59379148729791	2.5856163025143
ENSMUSG00000015222	6.39094549293457	5.84311766692837	6.57537257094673	6.35499810079315
ENSMUSG00000055567	4.33041571292084	3.73597420204834	4.81459199466235	4.32306382596641
ENSMUSG00000026005	3.77608749627216	3.3732416136055	3.31098235568412	3.89417647784803
ENSMUSG00000026004	2.21983029766573	0.64857305665867	2.38137366667177	2.5337191775343
ENSMUSG00000102559	2.32576141193649	1.74990362763692	1.35286192834436	2.31904747343419
ENSMUSG00000026003	6.1584537126275	5.89725692047354	6.36128804801064	6.07102986681717
ENSMUSG00000061816	2.49642474699997	2.33254556321099	2.50342424582234	1.91151200506893
ENSMUSG00000026000	6.15033747827968	6.21113476218226	6.13545384634682	6.43242029802599
ENSMUSG00000062209	1.65020181596546	1.67775575510786	2.12401549141868	2.56720751159276
ENSMUSG00000025997	-0.567692258943495	-0.769694794843833	0.424611679591639	0.00468063062700352
ENSMUSG00000053153	0.212099889659989	1.05787207066992	0.797963480225587	0.784472779230487
ENSMUSG00000045648	1.59992036479864	-0.174821965843101	2.00649195314057	2.46445519855964
ENSMUSG00000026192	3.04394759796113	3.38032495169926	3.26607154924965	3.59236610549936
ENSMUSG00000026193	4.61497063379241	4.33497061971648	4.34548619032953	4.25629478248023
ENSMUSG00000039395	2.76925659096095	1.57641136280679	2.36427748927273	3.08249817729627
ENSMUSG00000026189	4.81412331957024	4.70450910715292	4.51749231386622	3.93550893366106
ENSMUSG00000026188	3.66652485938476	3.93766015816743	3.79445566301338	4.33599415529684
ENSMUSG00000026187	4.92544803559287	4.40676386904757	4.83970823799658	4.76641262838894
